UF;BR;Km;Ano;Latitude;Longitude
AL;104;89,3;2025;-9,490936;-35,814958
Data;Hora;Sentido;(A) Ônibus/Caminhão de 2 eixos;(B) Ônibus/Caminhão de 3 eixos;(C) Caminhão de 4 eixos;(D) Caminhão de 5 eixos;(E) Caminhão de 6 eixos;(F) Caminhão de 7 eixos;(G) Caminhão de 8 eixos;(H) Caminhão de 9 eixos;(I) Passeio;(J) Motocicleta;(L) Indefinido
02/03/2025;2;D;5;3;0;0;0;0;0;0;36;21;1
02/03/2025;3;C;7;5;0;1;2;0;0;0;51;15;3
02/03/2025;3;D;3;0;0;0;0;0;0;0;36;16;1
02/03/2025;4;C;6;1;0;2;0;0;0;0;70;19;1
02/03/2025;4;D;8;0;1;1;0;0;0;0;87;26;2
02/03/2025;5;C;24;8;0;0;2;0;0;0;145;80;2
02/03/2025;5;D;14;3;1;1;1;0;0;0;197;55;4
02/03/2025;6;C;26;4;1;0;0;0;0;0;237;141;3
02/03/2025;6;D;23;5;1;2;0;0;0;1;315;99;6
02/03/2025;7;C;24;4;1;3;0;1;0;0;304;127;2
02/03/2025;7;D;23;3;1;2;1;0;0;0;408;111;6
02/03/2025;8;C;26;5;3;0;1;0;0;0;424;114;3
02/03/2025;8;D;32;6;0;1;1;0;0;0;455;87;5
02/03/2025;9;C;25;4;0;1;1;0;0;0;500;131;2
02/03/2025;9;D;21;1;1;0;0;0;0;0;588;152;7
02/03/2025;10;C;20;5;1;1;0;0;0;0;484;111;6
02/03/2025;10;D;21;3;2;0;0;0;0;0;675;131;9
02/03/2025;11;C;20;4;1;1;1;0;0;0;506;139;2
02/03/2025;11;D;33;6;3;3;1;0;0;1;626;136;7
02/03/2025;12;C;14;3;1;1;2;0;0;0;472;97;2
02/03/2025;12;D;18;5;3;0;1;0;0;1;576;117;10
02/03/2025;13;C;23;0;1;2;2;0;0;1;449;123;5
02/03/2025;13;D;29;2;1;0;2;0;0;0;552;133;4
02/03/2025;14;C;22;1;0;1;0;0;0;0;492;124;2
02/03/2025;14;D;19;3;1;1;2;0;0;0;487;128;7
02/03/2025;15;C;18;3;2;1;1;0;0;0;472;106;5
02/03/2025;15;D;20;2;1;1;1;1;0;0;381;113;5
02/03/2025;16;C;18;1;2;1;1;1;0;0;547;108;7
02/03/2025;16;D;21;1;0;0;1;0;0;0;459;88;4
02/03/2025;17;C;26;3;0;2;0;0;0;0;590;169;3
02/03/2025;17;D;27;4;2;1;0;0;0;0;339;98;0
02/03/2025;18;C;15;2;1;0;1;0;0;0;453;128;3
02/03/2025;18;D;21;3;2;0;0;0;0;0;367;106;4
02/03/2025;19;C;9;0;0;1;1;1;0;0;302;62;4
02/03/2025;19;D;10;1;2;1;2;0;0;0;243;76;4
02/03/2025;20;C;13;6;1;0;0;0;0;1;322;100;2
02/03/2025;20;D;17;0;0;0;1;0;0;0;262;81;2
02/03/2025;21;C;9;6;1;1;0;0;0;0;269;73;2
02/03/2025;21;D;15;2;1;1;0;0;0;0;249;74;0
02/03/2025;22;C;10;5;0;0;0;0;0;0;207;58;2
02/03/2025;22;D;8;3;0;1;1;0;0;0;182;55;3
02/03/2025;23;C;4;2;5;0;2;2;0;0;112;28;1
02/03/2025;23;D;8;0;6;1;0;0;0;0;103;42;2
03/03/2025;0;C;4;3;1;0;0;0;0;0;93;22;2
03/03/2025;0;D;3;3;1;0;0;0;0;0;42;21;1
03/03/2025;1;C;3;2;1;0;0;0;0;0;60;13;0
03/03/2025;1;D;5;2;0;0;0;0;0;0;63;13;0
03/03/2025;2;C;1;2;0;0;0;0;0;0;36;13;2
03/03/2025;2;D;2;3;1;0;0;1;0;0;42;11;1
03/03/2025;3;C;7;3;3;2;0;0;0;0;53;10;0
03/03/2025;3;D;2;2;0;0;0;0;0;0;35;6;2
03/03/2025;4;C;15;3;1;0;0;0;0;0;59;28;1
03/03/2025;4;D;12;4;1;0;0;0;0;0;70;13;0
03/03/2025;5;C;32;7;4;1;9;0;0;1;175;117;2
03/03/2025;5;D;16;3;3;3;4;0;1;0;191;46;2
03/03/2025;6;C;38;9;1;4;10;0;0;0;283;240;3
03/03/2025;6;D;29;6;2;2;3;0;0;0;296;101;2
03/03/2025;7;C;45;4;5;10;6;2;0;2;354;187;5
03/03/2025;7;D;50;15;6;1;4;2;0;0;367;100;11
03/03/2025;8;C;36;12;5;0;2;2;0;0;437;142;9
03/03/2025;8;D;46;18;6;5;5;0;0;0;403;101;5
03/03/2025;9;C;40;18;10;4;8;4;1;0;468;135;3
03/03/2025;9;D;43;12;6;3;1;0;0;0;521;118;7
03/03/2025;10;C;36;7;2;5;2;2;0;0;492;127;5
03/03/2025;10;D;42;12;7;7;4;0;0;0;506;127;11
03/03/2025;11;C;29;20;2;1;3;2;0;0;512;152;9
03/03/2025;11;D;46;17;7;3;3;2;0;0;574;121;6
03/03/2025;12;C;34;10;3;1;4;0;0;0;528;133;4
03/03/2025;12;D;33;15;8;6;1;1;0;0;525;126;6
03/03/2025;13;C;34;11;8;0;2;1;0;0;513;131;3
03/03/2025;13;D;40;13;7;3;5;3;0;0;441;115;5
03/03/2025;14;C;29;7;8;5;5;1;0;0;491;167;1
03/03/2025;14;D;35;7;9;2;3;1;0;0;435;127;10
03/03/2025;15;C;35;6;1;2;1;1;0;2;488;165;2
03/03/2025;15;D;34;5;7;2;5;0;0;0;423;129;7
03/03/2025;16;C;33;10;5;1;2;2;0;1;506;150;2
03/03/2025;16;D;38;12;4;4;6;2;0;1;430;129;9
03/03/2025;17;C;29;6;3;1;0;0;0;0;552;168;8
03/03/2025;17;D;39;8;2;3;3;0;0;0;484;176;2
03/03/2025;18;C;17;4;1;1;2;1;0;0;484;192;7
03/03/2025;18;D;29;4;2;3;2;0;0;0;349;109;2
03/03/2025;19;C;21;8;3;1;2;0;0;0;404;108;4
03/03/2025;19;D;24;5;0;3;2;1;1;0;317;125;2
03/03/2025;20;C;13;5;3;0;0;0;0;0;319;93;3
03/03/2025;20;D;22;3;2;4;1;0;0;0;264;93;1
03/03/2025;21;C;16;3;2;1;0;0;0;0;208;67;5
03/03/2025;21;D;11;2;0;0;1;0;0;0;225;97;3
03/03/2025;22;C;17;5;2;1;0;0;0;0;200;52;3
03/03/2025;22;D;17;2;1;0;0;0;0;0;207;86;1
03/03/2025;23;C;5;1;1;0;0;0;0;0;144;46;2
03/03/2025;23;D;12;2;4;0;0;0;0;0;129;54;2
04/03/2025;0;C;3;2;0;0;0;0;0;0;83;27;0
04/03/2025;0;D;2;3;1;0;2;0;0;0;64;29;3
04/03/2025;1;C;7;2;2;0;0;0;0;0;44;13;0
04/03/2025;1;D;2;0;4;0;0;0;0;0;49;13;1
04/03/2025;2;C;5;4;3;0;0;0;0;0;41;8;1
04/03/2025;2;D;5;1;0;0;0;0;0;0;46;14;0
04/03/2025;3;C;4;0;0;0;0;0;0;0;29;11;1
04/03/2025;3;D;4;3;1;3;1;0;0;0;30;10;2
04/03/2025;4;C;14;2;0;0;1;0;0;0;48;29;0
04/03/2025;4;D;8;1;0;1;0;0;0;0;73;17;0
04/03/2025;5;C;28;10;2;2;5;0;0;1;129;90;3
04/03/2025;5;D;21;5;2;1;2;0;0;1;121;41;1
04/03/2025;6;C;29;4;0;1;2;0;0;0;207;199;5
04/03/2025;6;D;24;5;4;3;1;0;0;0;257;100;3
04/03/2025;7;C;33;14;0;1;2;0;0;0;268;146;1
04/03/2025;7;D;31;9;1;3;2;0;0;0;317;99;8
04/03/2025;8;C;24;11;1;2;3;3;1;0;352;112;1
04/03/2025;8;D;29;10;3;2;2;0;0;0;376;89;7
04/03/2025;9;C;24;17;2;3;2;1;0;0;402;133;4
04/03/2025;9;D;35;10;1;3;3;0;0;0;511;102;5
04/03/2025;10;C;27;6;3;4;4;1;0;1;459;128;7
04/03/2025;10;D;30;5;10;1;1;0;0;0;578;113;5
04/03/2025;11;C;31;8;6;1;4;1;0;0;495;131;8
04/03/2025;11;D;37;7;6;4;4;0;0;0;575;123;8
04/03/2025;12;C;23;8;2;1;2;1;0;2;482;125;4
04/03/2025;12;D;30;8;2;2;3;0;0;0;539;124;8
04/03/2025;13;C;24;5;3;1;1;0;0;0;532;131;5
04/03/2025;13;D;41;4;5;2;2;0;0;1;519;100;2
04/03/2025;14;C;17;4;2;2;5;0;0;0;538;139;9
04/03/2025;14;D;33;10;2;2;2;0;0;0;478;150;6
04/03/2025;15;C;26;3;7;0;6;1;0;0;581;146;8
04/03/2025;15;D;35;7;7;3;2;0;0;0;450;102;3
04/03/2025;16;C;34;4;6;2;2;1;0;0;742;157;9
04/03/2025;16;D;22;6;4;3;7;1;0;0;428;106;11
04/03/2025;17;C;29;3;1;0;5;0;0;0;773;196;12
04/03/2025;17;D;27;3;7;1;3;0;0;0;443;146;7
04/03/2025;18;C;22;2;3;1;1;0;0;0;571;142;6
04/03/2025;18;D;25;6;1;0;3;0;0;1;320;88;4
04/03/2025;19;C;22;8;5;5;1;0;0;0;457;132;2
04/03/2025;19;D;21;3;4;3;0;0;0;0;315;116;3
04/03/2025;20;C;15;10;1;0;1;1;0;0;393;105;10
04/03/2025;20;D;17;0;0;1;0;0;0;0;306;84;3
04/03/2025;21;C;20;4;2;0;1;1;0;0;322;70;5
04/03/2025;21;D;12;3;2;0;0;0;0;0;226;80;1
04/03/2025;22;C;17;6;3;0;1;0;0;0;218;52;2
04/03/2025;22;D;15;4;1;1;0;0;0;0;195;57;0
04/03/2025;23;C;8;3;0;0;0;0;0;0;150;39;2
04/03/2025;23;D;8;2;1;0;0;0;0;0;132;59;0
05/03/2025;0;C;8;6;1;0;0;0;0;0;93;25;4
05/03/2025;0;D;9;5;0;0;0;0;0;0;84;39;1
05/03/2025;1;C;6;4;1;0;0;1;1;0;102;14;4
05/03/2025;1;D;3;1;0;0;0;0;0;0;58;20;2
05/03/2025;2;C;11;3;3;0;0;0;0;0;37;12;1
05/03/2025;2;D;4;2;1;2;1;0;0;0;51;12;0
05/03/2025;3;C;6;7;2;0;0;0;0;0;36;13;0
05/03/2025;3;D;2;4;0;1;0;0;0;0;48;8;0
05/03/2025;4;C;21;7;5;1;5;0;0;0;87;34;2
05/03/2025;4;D;18;4;0;0;1;0;0;0;93;17;2
05/03/2025;5;C;57;12;9;4;13;2;0;1;253;146;5
05/03/2025;5;D;36;13;2;4;1;3;0;1;222;56;8
05/03/2025;6;C;61;17;10;6;10;2;0;1;401;349;6
05/03/2025;6;D;51;11;3;4;2;1;0;0;367;109;7
05/03/2025;7;C;58;14;4;6;11;4;1;0;452;275;5
05/03/2025;7;D;63;17;4;2;2;1;0;0;472;122;5
05/03/2025;8;C;58;21;7;11;9;3;0;0;495;181;12
05/03/2025;8;D;66;16;7;3;1;0;0;0;517;114;9
05/03/2025;9;C;50;14;10;8;4;3;0;1;566;154;11
05/03/2025;9;D;61;13;6;2;5;0;0;0;581;113;10
05/03/2025;10;C;50;16;8;5;2;1;0;1;701;143;9
05/03/2025;10;D;80;19;13;7;5;3;0;0;619;102;8
05/03/2025;11;C;64;11;1;4;3;4;0;0;739;185;8
05/03/2025;11;D;57;21;5;6;3;2;0;1;705;99;8
05/03/2025;12;C;38;13;8;0;3;2;0;0;733;201;11
05/03/2025;12;D;55;15;8;2;6;2;0;0;584;137;10
05/03/2025;13;C;47;15;8;3;4;3;0;1;814;180;16
05/03/2025;13;D;56;14;7;5;6;2;0;0;558;106;6
05/03/2025;14;C;61;13;7;3;3;1;0;0;757;168;9
05/03/2025;14;D;53;19;11;5;5;2;0;3;542;129;10
05/03/2025;15;C;39;10;4;3;1;0;0;1;559;114;6
05/03/2025;15;D;65;19;12;10;8;2;0;1;553;111;10
05/03/2025;16;C;60;12;7;3;2;0;0;0;853;179;8
05/03/2025;16;D;49;9;6;6;8;2;0;0;453;103;5
05/03/2025;17;C;51;12;5;5;1;0;0;0;852;207;16
05/03/2025;17;D;61;23;18;9;6;1;0;0;575;271;10
05/03/2025;18;C;42;7;1;4;2;0;0;0;715;194;8
05/03/2025;18;D;53;15;10;4;3;2;0;2;470;210;10
05/03/2025;19;C;29;10;5;2;1;0;0;0;527;149;4
05/03/2025;19;D;38;8;4;4;1;0;0;0;311;186;5
05/03/2025;20;C;14;13;1;0;3;1;0;0;368;117;7
05/03/2025;20;D;20;7;5;1;0;2;0;0;311;107;5
05/03/2025;21;C;32;7;4;2;2;2;0;0;353;109;3
05/03/2025;21;D;22;10;4;0;1;0;0;1;245;111;1
05/03/2025;22;C;24;10;4;0;3;1;0;0;228;68;9
05/03/2025;22;D;8;5;1;0;2;0;0;0;177;81;3
05/03/2025;23;C;15;10;4;2;2;0;0;0;146;36;1
05/03/2025;23;D;11;3;1;3;0;0;0;0;121;57;2
06/03/2025;0;C;8;9;1;5;0;0;0;0;77;23;5
06/03/2025;0;D;4;2;2;0;1;0;0;0;59;37;0
06/03/2025;1;C;10;2;2;0;2;0;0;0;60;6;8
06/03/2025;1;D;4;0;2;0;0;0;0;0;44;12;1
06/03/2025;2;C;11;6;3;1;0;0;0;0;46;16;3
06/03/2025;2;D;5;2;1;0;1;0;0;0;43;4;4
06/03/2025;3;C;7;5;4;1;4;0;0;0;46;7;6
06/03/2025;3;D;12;2;1;2;0;0;0;0;39;6;5
06/03/2025;4;C;36;12;6;1;3;1;1;0;122;45;8
06/03/2025;4;D;27;11;2;1;1;0;0;0;90;13;5
06/03/2025;5;C;77;36;10;10;6;4;0;2;421;278;8
06/03/2025;5;D;56;13;3;1;2;1;0;0;250;57;10
06/03/2025;6;C;107;30;9;5;12;2;0;0;656;522;11
06/03/2025;6;D;129;13;7;6;3;0;0;0;516;146;12
06/03/2025;7;C;92;29;14;8;17;7;0;0;661;429;9
06/03/2025;7;D;103;24;8;5;1;0;0;0;647;131;14
06/03/2025;8;C;69;34;12;9;10;8;0;0;596;181;12
06/03/2025;8;D;95;27;7;4;3;0;0;0;631;132;14
06/03/2025;9;C;80;28;9;9;11;4;0;1;587;162;13
06/03/2025;9;D;127;23;20;6;6;0;0;0;575;137;11
06/03/2025;10;C;76;24;13;4;12;3;0;1;621;179;24
06/03/2025;10;D;97;23;16;8;3;0;1;0;600;126;12
06/03/2025;11;C;70;22;6;7;10;3;0;0;648;152;8
06/03/2025;11;D;87;26;14;4;6;2;0;1;568;146;9
06/03/2025;12;C;68;25;5;5;4;0;0;1;597;173;5
06/03/2025;12;D;86;21;24;8;10;0;0;3;574;149;15
06/03/2025;13;C;73;16;8;3;5;0;0;0;575;175;13
06/03/2025;13;D;109;18;7;6;5;1;0;1;626;126;8
06/03/2025;14;C;48;12;5;4;1;2;0;0;340;109;4
06/03/2025;14;D;65;31;15;13;3;0;0;2;557;133;17
06/03/2025;15;C;74;18;8;7;7;1;0;0;579;168;9
06/03/2025;15;D;74;27;13;7;5;1;0;0;512;143;10
06/03/2025;16;C;101;22;14;3;4;0;0;0;699;194;6
06/03/2025;16;D;81;36;16;7;17;1;0;0;581;192;10
06/03/2025;17;C;115;12;4;10;3;2;0;0;642;271;12
06/03/2025;17;D;86;33;12;11;8;1;1;0;480;283;17
06/03/2025;18;C;83;10;3;4;4;1;0;1;602;164;8
06/03/2025;18;D;87;20;13;11;6;2;1;0;597;248;8
06/03/2025;19;C;29;5;2;3;4;0;0;1;378;109;9
06/03/2025;19;D;61;17;5;3;4;1;0;1;497;195;8
06/03/2025;20;C;27;9;3;2;4;0;0;1;284;74;5
06/03/2025;20;D;30;10;7;1;3;0;0;0;373;149;5
06/03/2025;21;C;25;10;6;1;4;2;0;0;262;76;2
06/03/2025;21;D;34;6;4;6;2;0;0;1;303;113;5
06/03/2025;22;C;31;5;2;2;0;0;0;0;150;51;2
06/03/2025;22;D;32;6;6;1;1;1;0;0;226;75;4
06/03/2025;23;C;15;2;2;0;1;0;0;0;90;29;4
06/03/2025;23;D;15;4;3;2;0;0;0;0;112;61;1
07/03/2025;0;C;6;6;1;1;2;0;0;0;48;23;0
07/03/2025;0;D;5;2;0;0;0;0;0;0;66;39;2
07/03/2025;1;C;6;7;0;0;1;0;0;0;37;12;0
07/03/2025;1;D;4;3;0;0;0;0;0;0;33;15;0
07/03/2025;2;C;5;6;1;0;0;0;0;0;33;8;2
07/03/2025;2;D;7;2;0;0;1;1;1;0;23;7;0
07/03/2025;3;C;5;5;1;0;2;0;0;0;37;9;3
07/03/2025;3;D;14;5;1;2;1;0;0;0;42;10;2
07/03/2025;4;C;32;16;7;0;2;1;0;0;92;43;6
07/03/2025;4;D;32;10;2;6;2;0;0;2;79;7;1
07/03/2025;5;C;77;35;6;6;10;1;0;1;363;223;3
07/03/2025;5;D;53;19;4;2;1;0;0;1;252;61;9
07/03/2025;6;C;117;20;11;10;12;2;0;0;602;501;4
07/03/2025;6;D;126;18;2;6;3;0;0;1;475;116;13
07/03/2025;7;C;55;18;6;8;5;1;0;0;454;309;10
07/03/2025;7;D;74;19;4;4;1;0;0;0;445;132;9
07/03/2025;8;C;0;1;0;0;0;0;0;0;0;0;0
07/03/2025;8;D;2;0;0;0;0;0;0;0;2;2;0
07/03/2025;11;C;68;21;9;3;3;3;0;0;541;151;5
07/03/2025;11;D;78;24;15;11;9;1;0;0;547;127;7
07/03/2025;12;C;78;24;11;5;2;2;0;0;553;169;9
07/03/2025;12;D;79;27;12;5;4;1;0;1;524;160;8
07/03/2025;13;C;88;22;7;8;4;4;0;0;589;161;5
07/03/2025;13;D;75;23;8;4;3;0;0;0;632;145;10
07/03/2025;14;C;80;18;11;5;7;2;0;0;594;175;14
07/03/2025;14;D;72;22;13;12;3;1;0;0;572;155;9
07/03/2025;15;C;72;15;5;5;4;1;0;0;558;198;10
07/03/2025;15;D;84;21;7;10;8;1;0;1;581;181;20
07/03/2025;16;C;92;20;10;3;6;1;0;0;665;205;10
07/03/2025;16;D;98;23;12;14;9;2;0;0;656;289;9
07/03/2025;17;C;109;12;6;2;0;0;0;0;653;221;2
07/03/2025;17;D;108;23;17;12;3;2;1;0;689;306;11
07/03/2025;18;C;54;15;6;1;1;0;0;1;501;199;9
07/03/2025;18;D;109;21;7;10;6;1;0;0;643;277;15
07/03/2025;19;C;40;17;8;0;4;1;0;0;458;161;5
07/03/2025;19;D;67;20;3;1;7;0;1;1;516;208;11
07/03/2025;20;C;25;11;5;6;1;0;0;0;368;142;4
07/03/2025;20;D;33;4;6;1;1;1;0;0;335;127;4
07/03/2025;21;C;35;8;2;3;3;0;0;0;302;108;4
07/03/2025;21;D;36;6;4;0;0;0;0;0;351;129;5
07/03/2025;22;C;31;6;2;2;1;0;0;0;197;61;2
07/03/2025;22;D;38;8;1;1;3;0;0;1;282;112;2
07/03/2025;23;C;18;8;3;4;4;1;0;0;139;43;4
07/03/2025;23;D;10;1;3;2;1;0;0;0;171;78;2
08/03/2025;0;C;11;6;3;0;1;0;0;1;89;27;2
08/03/2025;0;D;9;4;1;1;1;0;0;0;115;50;1
08/03/2025;1;C;3;3;4;0;0;0;0;0;62;9;1
08/03/2025;1;D;6;0;0;0;0;0;0;0;58;19;0
08/03/2025;2;C;6;4;2;1;0;1;0;0;51;8;1
08/03/2025;2;D;5;1;1;1;1;0;0;0;55;13;0
08/03/2025;3;C;9;7;4;0;0;0;0;0;42;14;3
08/03/2025;3;D;7;1;0;3;0;0;0;0;55;5;3
08/03/2025;4;C;15;7;1;1;2;0;0;0;88;28;5
08/03/2025;4;D;19;6;2;2;0;0;0;0;116;25;5
08/03/2025;5;C;52;17;3;3;5;0;0;0;237;182;3
08/03/2025;5;D;26;14;2;2;3;0;0;0;233;63;4
08/03/2025;6;C;85;16;7;7;7;3;0;0;403;324;4
08/03/2025;6;D;55;17;6;6;3;0;0;0;433;133;12
08/03/2025;7;C;70;12;4;5;6;2;0;0;584;352;3
08/03/2025;7;D;70;20;7;5;4;0;0;0;509;146;13
08/03/2025;8;C;52;24;10;6;8;1;0;1;569;237;12
08/03/2025;8;D;56;22;8;4;3;2;0;0;611;129;5
08/03/2025;9;C;63;17;6;2;4;3;0;0;556;186;7
08/03/2025;9;D;62;23;13;6;2;1;0;0;551;120;15
08/03/2025;10;C;57;19;14;7;4;2;0;1;576;172;15
08/03/2025;10;D;56;18;8;7;4;3;0;0;591;164;16
08/03/2025;11;C;55;22;7;2;1;1;0;0;605;197;15
08/03/2025;11;D;70;20;15;5;5;2;0;1;656;178;17
08/03/2025;12;C;54;22;6;3;7;0;0;0;494;177;9
08/03/2025;12;D;77;21;13;5;4;0;0;1;664;225;12
08/03/2025;13;C;51;9;3;2;1;1;0;1;555;163;12
08/03/2025;13;D;62;14;7;6;6;1;0;0;621;177;20
08/03/2025;14;C;30;7;0;2;1;0;0;2;446;152;9
08/03/2025;14;D;54;15;6;3;3;1;0;0;616;192;13
08/03/2025;15;C;35;6;4;5;6;0;1;0;538;196;12
08/03/2025;15;D;30;8;3;1;1;0;0;0;489;114;8
08/03/2025;16;C;40;6;2;4;3;0;0;0;561;167;9
08/03/2025;16;D;34;10;7;4;4;0;0;0;557;180;14
08/03/2025;17;D;43;10;6;7;1;1;0;0;603;194;12
08/03/2025;18;C;13;1;1;0;3;0;0;0;351;114;3
08/03/2025;18;D;30;6;4;1;1;0;0;0;514;178;8
08/03/2025;19;C;19;4;1;3;0;1;0;0;366;145;11
08/03/2025;19;D;30;5;0;2;3;0;0;0;457;186;7
08/03/2025;20;C;13;4;3;0;4;0;0;0;378;131;5
08/03/2025;20;D;16;3;0;1;2;0;0;0;368;138;2
08/03/2025;21;C;14;1;2;0;0;0;0;0;323;108;3
08/03/2025;21;D;16;5;0;0;1;0;0;0;381;119;3
08/03/2025;22;C;11;2;1;0;3;0;0;0;242;79;1
08/03/2025;22;D;9;2;0;0;0;0;0;0;328;106;3
08/03/2025;23;C;6;5;2;0;1;0;0;0;168;44;1
08/03/2025;23;D;6;0;1;1;0;0;0;0;205;83;5
09/03/2025;0;C;5;3;0;0;0;0;0;0;103;26;2
09/03/2025;0;D;3;2;0;1;0;0;0;0;161;64;2
09/03/2025;1;C;1;1;1;0;0;0;0;0;54;16;1
09/03/2025;1;D;6;2;0;0;1;0;0;0;74;27;0
09/03/2025;2;C;1;1;1;0;0;0;0;0;46;11;3
09/03/2025;2;D;1;1;0;0;1;0;0;0;53;27;2
09/03/2025;3;C;1;5;2;0;0;0;0;0;46;8;0
09/03/2025;3;D;3;5;0;2;0;0;0;0;57;17;2
09/03/2025;4;C;7;2;0;0;0;0;0;0;53;26;0
09/03/2025;4;D;4;2;1;2;0;0;0;0;69;18;3
09/03/2025;5;C;18;3;2;0;3;0;0;0;126;83;5
09/03/2025;5;D;17;4;3;1;1;0;0;0;188;54;7
09/03/2025;6;C;27;7;0;0;3;0;0;0;249;161;6
09/03/2025;6;D;22;3;3;1;2;0;0;1;314;121;9
09/03/2025;7;C;25;5;1;3;1;1;0;0;313;161;4
09/03/2025;7;D;28;6;2;2;1;0;0;1;424;124;11
09/03/2025;8;C;27;3;3;1;0;0;0;0;378;162;5
09/03/2025;8;D;26;4;1;0;0;0;0;0;434;142;12
09/03/2025;9;C;23;2;2;1;1;0;0;0;483;130;5
09/03/2025;9;D;27;6;2;3;1;0;0;0;560;131;8
09/03/2025;10;C;26;3;3;3;2;0;0;0;466;178;7
09/03/2025;10;D;26;7;2;1;2;0;0;0;625;146;10
09/03/2025;11;C;31;11;0;4;1;0;0;0;544;177;7
09/03/2025;11;D;36;7;1;0;1;0;0;0;647;153;15
09/03/2025;12;C;26;3;0;0;0;0;0;1;536;142;16
09/03/2025;12;D;27;4;3;2;2;0;0;0;677;133;8
09/03/2025;13;C;27;4;2;1;2;3;0;0;530;149;7
09/03/2025;13;D;31;4;2;0;1;1;0;0;589;121;10
09/03/2025;14;C;24;2;1;4;0;1;0;1;489;136;6
09/03/2025;14;D;26;4;2;0;0;0;0;0;592;137;12
09/03/2025;15;C;23;6;2;1;3;0;1;0;615;179;6
