;;;;;;Volume Total Diário - VTD;;;;;;;
UF;BR;Km;Ano;Latitude;Longitude
AL;104;89,3;2025;-9,490936;-35,814958
;;;;;;Classes PNCT;;;;;;;
Dia;Sentido;VTD;(A) Ônibus/Caminhão de 2 eixos;(B) Ônibus/Caminhão de 3 eixos;(C) Caminhão de 4 eixos;(D) Caminhão de 5 eixos;(E) Caminhão de 6 eixos;(F) Caminhão de 7 eixos;(G) Caminhão de 8 eixos;(H) Caminhão de 9 eixos;(I) Passeio;(J) Motocicleta;(L) Indefinido
;C;15345;798;240;108;45;60;17;3;1;10573;3313;187
;D;16527;883;200;101;63;39;11;1;1;11936;3027;265
01/03/2025;Total;31872;1681;440;209;108;99;28;4;2;22509;6340;452
;C;10344;373;79;23;20;17;5;0;2;7654;2105;66
;D;10470;406;57;30;18;15;1;0;3;7821;2024;95
02/03/2025;Total;20814;779;136;53;38;32;6;0;5;15475;4129;161
;C;11536;569;166;75;41;58;18;1;6;7859;2658;85
;D;10595;630;175;86;54;53;13;2;1;7339;2144;98
03/03/2025;Total;22131;1199;341;161;95;111;31;3;7;15198;4802;183
;C;11653;486;140;54;26;49;11;1;4;8316;2461;105
;D;10182;514;115;69;39;40;1;0;3;7348;1962;91
04/03/2025;Total;21835;1000;255;123;65;89;12;1;7;15664;4423;196
;C;15764;902;264;119;72;84;30;2;6;10867;3253;165
;D;12797;941;273;128;80;67;25;0;9;8717;2420;137
05/03/2025;Total;28561;1843;537;247;152;151;55;2;15;19584;5673;302
;C;15673;1332;383;151;104;128;40;1;8;9739;3593;194
;D;14855;1506;395;208;113;91;11;3;9;9500;2814;205
06/03/2025;Total;30528;2838;778;359;217;219;51;4;17;19239;6407;399
;C;12707;1093;311;118;72;74;20;0;2;7784;3122;111
;D;12565;1204;301;121;103;66;11;3;8;7916;2683;149
07/03/2025;Total;25272;2297;612;239;175;140;31;3;10;15700;5805;260
;C;12859;764;221;90;53;67;15;1;6;8284;3212;146
;D;14262;848;245;110;73;52;11;0;2;9786;2937;198
08/03/2025;Total;27121;1612;466;200;126;119;26;1;8;18070;6149;344
;C;11962;426;99;32;24;23;7;2;2;8493;2706;148
;D;12029;445;94;36;31;21;5;0;2;8906;2344;145
09/03/2025;Total;23991;871;193;68;55;44;12;2;4;17399;5050;293
;C;15887;1351;371;140;86;121;40;2;11;9597;4029;139
;D;14774;1421;391;158;105;95;22;3;3;9389;3037;150
10/03/2025;Total;30661;2772;762;298;191;216;62;5;14;18986;7066;289
;C;15237;1388;375;124;102;121;38;3;13;9132;3785;156
;D;13090;1352;374;165;111;80;18;2;11;8140;2680;157
11/03/2025;Total;28327;2740;749;289;213;201;56;5;24;17272;6465;313
;C;12228;1155;330;112;75;111;31;2;7;7313;2964;128
;D;14426;1469;396;166;111;86;25;4;4;8930;3085;150
12/03/2025;Total;26654;2624;726;278;186;197;56;6;11;16243;6049;278
;C;13008;1169;369;121;75;102;38;1;13;7975;2984;161
;D;12922;1261;413;149;99;76;18;5;11;8085;2617;188
13/03/2025;Total;25930;2430;782;270;174;178;56;6;24;16060;5601;349
;C;15831;1460;425;155;104;120;44;1;9;9997;3336;180
;D;15400;1563;420;174;114;87;22;4;9;10052;2784;171
14/03/2025;Total;31231;3023;845;329;218;207;66;5;18;20049;6120;351
;C;13727;823;249;96;65;56;13;3;5;8909;3340;168
;D;13790;864;213;126;61;44;9;4;7;9292;2989;181
15/03/2025;Total;27517;1687;462;222;126;100;22;7;12;18201;6329;349
;C;10222;333;71;40;18;31;8;0;5;7227;2374;115
;D;11186;402;76;36;22;23;3;0;2;8120;2368;134
16/03/2025;Total;21408;735;147;76;40;54;11;0;7;15347;4742;249
;C;15850;1367;405;138;87;124;38;2;16;9624;3907;142
;D;14668;1416;383;173;108;82;15;4;7;9278;3035;167
17/03/2025;Total;30518;2783;788;311;195;206;53;6;23;18902;6942;309
;C;15390;1335;423;167;104;125;53;1;13;9104;3881;184
;D;14619;1468;442;172;105;80;19;3;9;9100;3027;194
20/03/2025;Total;30009;2803;865;339;209;205;72;4;22;18204;6908;378
;C;14169;1200;384;133;83;99;27;1;6;8979;3099;158
;D;14079;1329;362;151;107;67;24;3;5;9011;2830;190
21/03/2025;Total;28248;2529;746;284;190;166;51;4;11;17990;5929;348
;C;14055;808;277;103;62;74;30;3;12;9026;3508;152
;D;14090;846;223;113;74;57;16;2;2;9607;2982;168
22/03/2025;Total;28145;1654;500;216;136;131;46;5;14;18633;6490;320
;C;12321;409;118;45;21;33;5;0;7;8818;2732;133
;D;11092;412;101;49;29;12;1;0;3;8083;2302;100
23/03/2025;Total;23413;821;219;94;50;45;6;0;10;16901;5034;233
;C;15659;1304;405;136;109;136;38;0;12;9498;3867;154
;D;14498;1428;402;183;116;92;18;3;5;9105;2974;172
24/03/2025;Total;30157;2732;807;319;225;228;56;3;17;18603;6841;326
;C;13947;1248;409;151;93;111;38;2;14;8255;3490;136
;D;14473;1448;422;183;110;76;29;3;11;8942;3071;178
26/03/2025;Total;28420;2696;831;334;203;187;67;5;25;17197;6561;314
;C;15510;1342;437;139;110;129;42;1;22;9356;3765;167
;D;14759;1468;426;187;124;86;25;3;7;9137;3097;199
27/03/2025;Total;30269;2810;863;326;234;215;67;4;29;18493;6862;366
;C;16266;1386;442;162;99;110;43;1;19;9889;3948;167
;D;14193;1310;355;147;83;74;21;2;4;9090;2943;164
28/03/2025;Total;30459;2696;797;309;182;184;64;3;23;18979;6891;331
;C;14050;757;249;118;66;70;19;0;8;9093;3513;157
;D;12446;702;191;134;52;46;10;0;3;8502;2644;162
29/03/2025;Total;26496;1459;440;252;118;116;29;0;11;17595;6157;319
;C;12104;408;95;40;21;33;10;0;4;8694;2666;133
;D;11612;425;99;43;18;22;8;0;6;8619;2244;128
30/03/2025;Total;23716;833;194;83;39;55;18;0;10;17313;4910;261
;C;15698;1304;405;142;88;117;43;2;10;9527;3903;157
;D;14868;1425;401;176;117;89;13;1;4;9384;3087;171
31/03/2025;Total;30566;2729;806;318;205;206;56;3;14;18911;6990;328
;C;12814;1163;359;137;69;102;41;0;10;8005;2795;133
;D;14124;1459;414;180;113;113;18;3;5;8836;2807;176
01/04/2025;Total;26938;2622;773;317;182;215;59;3;15;16841;5602;309
;C;14546;1348;424;158;79;108;32;0;7;8996;3265;129
;D;13832;1383;406;139;115;82;18;3;6;8924;2607;149
02/04/2025;Total;28378;2731;830;297;194;190;50;3;13;17920;5872;278
;C;15006;1355;413;147;91;98;40;2;11;8930;3755;164
;D;14780;1485;421;163;101;97;15;2;10;9174;3123;189
03/04/2025;Total;29786;2840;834;310;192;195;55;4;21;18104;6878;353
;C;15545;1288;345;126;96;93;47;0;9;9597;3780;164
;D;14656;1318;322;152;107;81;15;1;5;9454;3017;184
04/04/2025;Total;30201;2606;667;278;203;174;62;1;14;19051;6797;348
;C;13605;788;251;94;51;57;14;0;6;8864;3311;169
;D;14000;843;228;122;53;54;12;2;4;9576;2917;189
05/04/2025;Total;27605;1631;479;216;104;111;26;2;10;18440;6228;358
;C;12261;415;87;47;17;20;3;1;3;8870;2671;127
;D;11240;395;86;51;27;23;5;0;3;8288;2247;115
06/04/2025;Total;23501;810;173;98;44;43;8;1;6;17158;4918;242
;C;15665;1320;363;137;76;103;40;1;11;9544;3915;155
;D;14726;1432;354;168;109;79;18;4;9;9416;2974;163
07/04/2025;Total;30391;2752;717;305;185;182;58;5;20;18960;6889;318
;C;14997;1291;427;149;91;97;35;1;12;8977;3763;154
;D;14522;1430;418;187;98;103;33;2;12;8991;3068;180
08/04/2025;Total;29519;2721;845;336;189;200;68;3;24;17968;6831;334
;C;15147;1382;426;189;97;99;33;0;12;8930;3840;139
;D;14363;1459;394;178;138;78;23;2;5;8869;3053;164
09/04/2025;Total;29510;2841;820;367;235;177;56;2;17;17799;6893;303
;C;15369;1387;455;149;84;100;38;0;15;9227;3752;162
;D;14955;1521;446;168;118;94;17;3;2;9281;3107;198
10/04/2025;Total;30324;2908;901;317;202;194;55;3;17;18508;6859;360
;C;16397;1403;445;157;78;111;35;2;13;10039;3939;175
;D;15988;1452;432;188;101;83;22;0;7;10210;3266;227
11/04/2025;Total;32385;2855;877;345;179;194;57;2;20;20249;7205;402
;C;13900;805;242;109;43;69;18;2;8;8938;3513;153
;D;14038;872;258;109;63;62;18;0;4;9462;2993;197
12/04/2025;Total;27938;1677;500;218;106;131;36;2;12;18400;6506;350
;C;11473;421;117;41;14;26;1;1;2;8248;2513;89
;D;11011;428;103;41;22;22;1;3;4;8071;2211;105
13/04/2025;Total;22484;849;220;82;36;48;2;4;6;16319;4724;194
;C;14395;1202;352;148;74;98;32;2;12;8664;3674;137
;D;13438;1317;368;154;106;83;14;1;5;8341;2902;147
14/04/2025;Total;27833;2519;720;302;180;181;46;3;17;17005;6576;284
;C;15667;1452;419;142;112;111;36;2;12;9350;3843;188
;D;14892;1493;412;185;118;88;24;1;10;9306;3056;199
15/04/2025;Total;30559;2945;831;327;230;199;60;3;22;18656;6899;387
;C;14777;1315;421;147;100;125;32;1;20;8775;3669;172
;D;14246;1338;407;156;99;81;22;2;12;9018;2940;171
16/04/2025;Total;29023;2653;828;303;199;206;54;3;32;17793;6609;343
;C;11235;894;348;110;85;91;33;0;13;6763;2742;156
;D;13808;1063;333;151;106;76;20;2;12;9214;2633;198
17/04/2025;Total;25043;1957;681;261;191;167;53;2;25;15977;5375;354
;C;12551;385;124;49;29;32;15;0;6;9045;2798;68
;D;13754;406;85;37;28;26;7;0;7;10389;2665;104
18/04/2025;Total;26305;791;209;86;57;58;22;0;13;19434;5463;172
;C;12734;623;157;66;34;47;7;0;4;8412;3287;97
;D;12521;662;154;88;37;28;10;0;1;8676;2723;142
19/04/2025;Total;25255;1285;311;154;71;75;17;0;5;17088;6010;239
;C;9557;305;77;23;10;14;1;0;2;6860;2185;80
;D;10779;367;77;31;11;26;2;0;1;7900;2277;87
20/04/2025;Total;20336;672;154;54;21;40;3;0;3;14760;4462;167
;C;12719;455;131;53;28;31;12;1;6;9377;2506;119
;D;13131;574;168;72;41;24;7;1;1;9952;2185;106
21/04/2025;Total;25850;1029;299;125;69;55;19;2;7;19329;4691;225
;C;15961;1348;397;141;82;105;38;2;26;9631;4012;179
;D;11802;1153;332;117;88;56;13;2;10;7675;2207;149
22/04/2025;Total;27763;2501;729;258;170;161;51;4;36;17306;6219;328
;C;15256;1395;468;173;85;126;40;2;18;8898;3907;144
;D;14711;1475;447;188;123;91;23;3;7;9011;3167;176
23/04/2025;Total;29967;2870;915;361;208;217;63;5;25;17909;7074;320
;C;16101;1470;412;167;66;91;31;1;12;9812;3894;145
;D;15458;1549;389;142;107;72;15;3;7;9787;3205;182
25/04/2025;Total;31559;3019;801;309;173;163;46;4;19;19599;7099;327
;C;14307;855;271;122;45;60;16;1;7;9092;3688;150
;D;14496;874;250;126;53;67;9;1;4;9691;3229;192
26/04/2025;Total;28803;1729;521;248;98;127;25;2;11;18783;6917;342
;C;11726;458;102;45;21;15;5;2;4;8220;2724;130
;D;10991;450;93;35;27;20;2;0;4;7928;2329;103
27/04/2025;Total;22717;908;195;80;48;35;7;2;8;16148;5053;233
;C;15744;1352;387;163;80;117;40;1;11;9404;4059;130
;D;14489;1411;394;166;114;75;12;3;7;9032;3115;160
28/04/2025;Total;30233;2763;781;329;194;192;52;4;18;18436;7174;290
;C;14942;1374;389;160;102;105;38;0;19;8760;3825;170
;D;14143;1447;355;184;126;83;23;3;7;8673;3066;176
29/04/2025;Total;29085;2821;744;344;228;188;61;3;26;17433;6891;346
;C;15944;1433;456;151;96;128;32;1;18;9674;3795;160
;D;15650;1621;430;170;96;102;15;3;7;9791;3201;214
30/04/2025;Total;31594;3054;886;321;192;230;47;4;25;19465;6996;374
