UF;BR;Km;Ano;Latitude;Longitude
AL;104;89,3;2023;-9,490936;-35,814958
Data;Hora;Sentido;(A) Ônibus/Caminhão de 2 eixos;(B) Ônibus/Caminhão de 3 eixos;(C) Caminhão de 4 eixos;(D) Caminhão de 5 eixos;(E) Caminhão de 6 eixos;(F) Caminhão de 7 eixos;(G) Caminhão de 8 eixos;(H) Caminhão de 9 eixos;(I) Passeio;(J) Motocicleta;(L) Indefinido
03/01/2023;0;C;8;5;4;1;0;0;0;0;81;20;0
03/01/2023;0;D;12;3;0;3;0;1;1;1;100;19;0
03/01/2023;1;C;11;7;0;0;1;1;0;0;52;13;2
03/01/2023;1;D;4;1;1;1;1;0;0;0;51;12;0
03/01/2023;2;C;10;3;1;1;0;0;0;0;38;11;1
03/01/2023;2;D;8;3;2;0;1;0;0;0;47;4;2
03/01/2023;3;C;20;7;1;0;4;0;0;0;35;8;1
03/01/2023;3;D;13;3;1;1;3;0;0;0;43;4;1
03/01/2023;4;C;34;11;6;3;1;0;0;1;87;43;4
03/01/2023;4;D;29;7;4;2;2;1;0;1;108;13;4
03/01/2023;5;C;113;20;7;1;12;0;0;1;351;227;6
03/01/2023;5;D;70;19;5;3;5;2;0;0;289;41;2
03/01/2023;6;C;111;29;9;10;16;0;0;0;483;405;9
03/01/2023;6;D;79;23;6;4;3;0;0;0;498;94;8
03/01/2023;7;C;83;29;8;5;7;1;0;2;565;322;6
03/01/2023;7;D;97;16;3;5;2;3;0;2;593;139;9
03/01/2023;8;C;107;28;7;9;14;2;0;1;577;164;13
03/01/2023;8;D;113;21;5;4;2;3;0;3;575;122;12
03/01/2023;9;C;78;17;15;7;5;2;0;2;607;131;10
03/01/2023;9;D;104;26;10;5;4;0;0;2;591;98;9
03/01/2023;10;C;84;25;6;5;4;3;0;2;565;100;6
03/01/2023;10;D;96;24;7;10;7;2;0;4;559;105;12
03/01/2023;11;C;73;14;2;9;8;1;0;4;566;108;7
03/01/2023;11;D;105;22;12;9;8;0;0;1;575;112;9
03/01/2023;12;C;74;14;7;3;5;0;0;3;545;146;8
03/01/2023;12;D;90;13;11;7;4;0;0;0;517;152;11
03/01/2023;13;C;88;30;6;4;6;2;0;2;511;109;11
03/01/2023;13;D;86;20;7;3;7;0;0;3;456;111;14
03/01/2023;14;C;92;17;8;7;3;1;0;3;543;125;6
03/01/2023;14;D;107;10;10;5;5;0;0;1;532;124;10
03/01/2023;15;C;101;16;7;7;9;0;0;2;563;129;10
03/01/2023;15;D;94;27;16;6;7;3;1;1;520;149;10
03/01/2023;16;C;104;13;11;3;6;1;0;0;612;134;13
03/01/2023;16;D;97;22;16;1;5;2;1;1;559;204;11
03/01/2023;17;C;74;9;4;2;3;1;0;0;665;174;9
03/01/2023;17;D;96;23;17;8;6;4;0;0;625;367;16
03/01/2023;18;C;59;9;4;6;3;0;0;3;515;142;8
03/01/2023;18;D;97;27;9;6;9;0;0;2;575;276;10
03/01/2023;19;C;42;8;2;1;5;1;0;0;412;94;8
03/01/2023;19;D;70;6;8;8;7;0;0;3;473;156;8
03/01/2023;20;C;35;7;1;4;2;0;0;0;299;94;8
03/01/2023;20;D;33;13;6;8;7;2;0;0;302;96;3
03/01/2023;21;C;22;4;5;2;3;0;0;0;264;55;4
03/01/2023;21;D;18;6;5;1;2;1;0;2;274;78;5
03/01/2023;22;C;28;10;5;2;4;0;0;0;141;41;2
03/01/2023;22;D;26;6;3;2;5;0;0;0;217;56;1
03/01/2023;23;C;17;6;1;1;3;2;0;0;124;20;0
03/01/2023;23;D;19;8;0;2;1;1;0;0;137;35;3
04/01/2023;0;C;9;4;3;2;1;0;0;0;70;11;0
04/01/2023;0;D;6;4;1;1;2;2;0;0;86;20;2
04/01/2023;1;C;10;4;5;0;1;0;0;0;56;7;1
04/01/2023;1;D;7;8;1;0;2;1;0;1;51;9;2
04/01/2023;2;C;9;4;5;1;2;0;0;0;26;12;1
04/01/2023;2;D;12;8;2;1;1;0;0;0;29;7;2
04/01/2023;3;C;14;6;6;1;1;0;0;0;40;3;5
04/01/2023;3;D;13;10;2;3;6;0;0;0;47;3;0
04/01/2023;4;C;41;7;4;3;5;0;0;0;91;38;2
04/01/2023;4;D;36;6;0;1;2;0;0;0;102;10;3
04/01/2023;5;C;121;20;6;11;13;1;0;0;284;201;6
04/01/2023;5;D;54;16;9;6;4;1;0;2;265;35;7
04/01/2023;6;C;95;25;9;6;11;2;0;4;485;413;12
04/01/2023;6;D;78;14;8;2;5;1;0;1;459;116;8
04/01/2023;7;C;104;21;10;13;6;3;0;1;517;336;18
04/01/2023;7;D;122;18;6;0;3;1;0;0;547;148;13
04/01/2023;8;C;91;27;5;12;6;1;0;1;542;178;13
04/01/2023;8;D;124;23;5;6;10;0;0;0;599;133;8
04/01/2023;9;C;83;19;5;5;9;2;0;4;523;137;5
04/01/2023;9;D;87;20;3;10;3;2;0;0;576;103;17
04/01/2023;10;C;73;20;4;4;10;2;0;1;546;116;21
04/01/2023;10;D;89;23;14;6;3;0;0;1;583;103;10
04/01/2023;11;C;76;19;5;7;3;1;0;0;530;126;2
04/01/2023;11;D;115;23;13;7;3;2;0;2;535;135;9
04/01/2023;12;C;72;23;3;6;4;1;0;0;488;121;6
04/01/2023;12;D;81;14;9;7;3;2;0;1;475;138;12
04/01/2023;13;C;86;11;10;3;3;1;1;2;517;132;10
04/01/2023;13;D;85;23;10;3;8;1;0;1;468;130;5
04/01/2023;14;C;84;16;8;3;7;3;0;5;550;140;16
04/01/2023;14;D;87;21;13;3;5;4;0;0;461;134;8
04/01/2023;15;C;96;23;4;4;4;1;0;0;515;117;8
04/01/2023;15;D;100;25;13;8;5;2;0;2;491;152;17
04/01/2023;16;C;110;15;9;2;10;0;0;1;574;138;12
04/01/2023;16;D;101;23;12;9;9;2;0;0;528;188;6
04/01/2023;17;C;93;14;6;4;7;0;0;0;637;182;17
04/01/2023;17;D;83;18;16;12;7;1;1;3;632;379;12
04/01/2023;18;C;52;17;2;7;8;1;0;0;505;148;10
04/01/2023;18;D;115;14;9;9;14;2;0;1;557;268;14
04/01/2023;19;C;46;11;3;9;3;2;0;0;423;100;12
04/01/2023;19;D;58;11;8;5;7;3;0;0;514;168;8
04/01/2023;20;C;24;13;4;4;2;1;0;2;281;77;7
04/01/2023;20;D;38;2;5;4;4;3;0;0;346;111;6
04/01/2023;21;C;33;12;4;1;2;1;0;0;263;72;5
04/01/2023;21;D;27;7;2;5;3;2;0;1;295;73;8
04/01/2023;22;C;28;15;4;4;5;1;0;0;200;59;6
04/01/2023;22;D;25;5;3;6;3;0;0;0;219;58;4
04/01/2023;23;C;20;10;6;3;3;2;0;0;135;35;7
04/01/2023;23;D;16;4;1;2;1;0;0;2;144;38;5
05/01/2023;0;C;15;5;1;0;0;0;1;0;88;20;2
05/01/2023;0;D;12;4;1;4;4;1;0;0;94;29;0
05/01/2023;1;C;12;7;1;2;1;0;0;0;78;12;3
05/01/2023;1;D;5;3;0;3;0;0;0;1;50;5;1
05/01/2023;2;C;8;7;5;2;0;0;0;0;39;10;5
05/01/2023;2;D;7;6;2;2;4;0;0;0;61;6;1
05/01/2023;3;C;14;6;0;3;3;1;0;0;41;6;5
05/01/2023;3;D;10;4;2;1;7;0;0;1;47;8;3
05/01/2023;4;C;39;13;5;2;3;1;0;0;85;37;4
05/01/2023;4;D;31;12;2;3;0;1;0;0;116;13;4
05/01/2023;5;C;114;19;10;12;13;1;1;2;291;201;5
05/01/2023;5;D;55;18;5;6;3;1;0;2;305;57;13
05/01/2023;6;C;99;14;11;4;10;4;0;0;535;372;11
05/01/2023;6;D;76;15;4;3;5;0;0;1;490;111;13
05/01/2023;7;C;83;27;4;10;7;1;0;1;566;328;10
05/01/2023;7;D;105;20;4;4;6;3;0;4;635;176;10
05/01/2023;8;C;87;32;8;9;13;2;0;4;625;191;16
05/01/2023;8;D;113;19;4;2;1;0;0;2;598;135;10
05/01/2023;9;C;80;25;4;14;4;2;0;5;600;160;14
05/01/2023;9;D;98;26;10;6;4;0;0;1;657;137;8
05/01/2023;10;C;81;21;11;6;6;1;0;1;575;144;8
05/01/2023;10;D;95;22;9;5;3;1;0;2;597;132;9
05/01/2023;11;C;90;25;6;4;8;3;0;2;583;139;7
05/01/2023;11;D;112;12;16;12;4;3;0;1;614;149;13
05/01/2023;12;C;73;20;9;7;7;0;0;4;553;125;3
05/01/2023;12;D;99;18;11;9;7;1;0;0;552;163;8
05/01/2023;13;C;88;11;6;5;11;1;0;1;543;134;3
05/01/2023;13;D;95;25;7;3;5;1;0;1;580;133;11
05/01/2023;14;C;95;14;5;4;6;1;0;1;559;128;16
05/01/2023;14;D;81;23;9;6;9;0;0;0;539;136;11
05/01/2023;15;C;81;11;6;2;7;0;0;1;604;134;8
05/01/2023;15;D;99;25;11;12;5;4;1;1;539;136;8
05/01/2023;16;C;102;13;13;8;3;0;0;0;641;147;13
05/01/2023;16;D;95;22;14;10;9;3;0;0;574;192;6
05/01/2023;17;C;79;11;5;2;7;0;0;0;738;199;15
05/01/2023;17;D;82;12;18;7;12;2;0;3;612;386;12
05/01/2023;18;C;70;8;3;4;3;0;0;1;590;157;6
05/01/2023;18;D;100;21;15;5;11;0;0;1;592;303;15
05/01/2023;19;C;44;5;3;1;2;0;0;2;438;124;6
05/01/2023;19;D;70;16;8;8;8;3;0;0;502;161;7
05/01/2023;20;C;24;3;5;1;2;1;0;0;302;88;6
05/01/2023;20;D;38;8;2;6;4;2;0;2;340;115;8
05/01/2023;21;C;29;11;2;1;4;0;0;1;240;71;7
05/01/2023;21;D;23;7;2;4;4;1;0;1;307;100;4
05/01/2023;22;C;22;5;5;3;1;3;0;0;196;67;3
05/01/2023;22;D;33;8;1;2;2;0;0;0;238;82;3
05/01/2023;23;C;15;3;4;4;5;1;0;0;112;27;3
05/01/2023;23;D;19;6;4;1;2;1;0;1;149;51;1
06/01/2023;0;C;12;7;3;0;0;0;0;0;97;16;1
06/01/2023;0;D;11;7;3;1;1;0;0;0;93;36;0
06/01/2023;1;C;7;4;5;1;2;0;0;0;51;11;2
06/01/2023;1;D;6;9;1;0;1;0;0;0;58;10;1
06/01/2023;2;C;13;7;4;0;1;0;0;0;39;17;1
06/01/2023;2;D;11;3;1;0;2;0;0;0;40;8;2
06/01/2023;3;C;13;7;0;0;0;0;0;0;30;9;2
06/01/2023;3;D;18;4;3;0;3;0;0;1;38;2;2
06/01/2023;4;C;32;8;3;3;2;0;0;0;92;43;5
06/01/2023;4;D;28;8;2;3;4;1;0;0;115;13;0
06/01/2023;5;C;117;16;12;9;15;0;0;5;297;190;2
06/01/2023;5;D;57;13;6;1;3;1;0;0;288;40;5
06/01/2023;6;C;100;20;13;6;10;2;0;2;536;424;14
06/01/2023;6;D;89;13;4;4;3;0;0;0;473;103;8
06/01/2023;7;C;100;28;11;9;4;2;0;0;531;313;11
06/01/2023;7;D;131;15;9;5;4;1;1;0;538;109;12
06/01/2023;8;C;84;19;10;10;8;2;0;2;564;180;12
06/01/2023;8;D;82;24;11;5;2;0;0;2;547;117;10
06/01/2023;9;C;70;13;4;5;3;2;0;2;424;111;9
06/01/2023;9;D;72;18;4;5;2;2;0;1;441;76;10
06/01/2023;10;C;50;15;7;8;8;2;0;3;428;79;8
06/01/2023;10;D;76;29;5;4;2;4;0;0;447;116;9
06/01/2023;11;C;59;19;5;1;4;0;0;1;438;96;5
06/01/2023;11;D;84;18;9;9;5;1;0;0;491;125;7
06/01/2023;12;C;63;17;6;6;2;4;0;1;408;118;5
06/01/2023;12;D;76;13;15;4;5;1;0;0;450;114;15
06/01/2023;13;C;65;12;5;4;4;0;0;2;390;98;8
06/01/2023;13;D;52;15;8;4;5;1;0;0;412;101;5
06/01/2023;14;C;80;13;2;2;6;4;1;2;450;95;8
06/01/2023;14;D;74;15;14;5;6;0;0;0;453;116;10
06/01/2023;15;C;74;12;6;3;4;1;0;1;462;108;13
06/01/2023;15;D;72;24;8;5;2;0;0;1;486;134;4
06/01/2023;16;C;83;21;4;6;1;1;0;0;492;131;8
06/01/2023;16;D;77;26;8;5;3;2;0;2;518;223;10
06/01/2023;17;C;84;13;4;7;3;1;0;1;556;153;7
06/01/2023;17;D;73;14;6;8;8;4;0;0;569;266;10
06/01/2023;18;C;57;10;5;3;4;2;0;0;618;168;4
06/01/2023;18;D;92;14;8;8;5;2;0;2;622;292;16
06/01/2023;19;C;44;12;2;3;6;5;1;0;487;130;13
06/01/2023;19;D;62;7;6;2;5;0;0;2;586;165;11
06/01/2023;20;C;32;6;2;3;3;1;0;1;390;99;6
06/01/2023;20;D;43;11;7;3;0;2;0;1;478;138;4
06/01/2023;21;C;28;8;4;2;2;1;0;2;283;87;6
06/01/2023;21;D;40;3;3;4;2;0;0;0;322;101;9
06/01/2023;22;C;19;8;9;2;3;2;0;1;237;56;4
06/01/2023;22;D;30;3;4;4;1;2;0;2;278;84;6
06/01/2023;23;C;13;6;1;0;0;2;0;1;172;42;3
06/01/2023;23;D;19;4;2;0;2;0;0;0;161;42;8
07/01/2023;0;C;17;6;4;1;0;0;0;0;92;11;3
07/01/2023;0;D;8;5;1;1;0;0;1;0;115;44;4
07/01/2023;1;C;6;4;1;0;5;0;0;0;62;13;3
07/01/2023;1;D;4;1;1;0;1;0;0;0;79;23;3
07/01/2023;2;C;11;3;1;1;1;0;0;0;54;12;1
07/01/2023;2;D;5;2;1;1;0;3;0;0;55;13;1
07/01/2023;3;C;10;4;3;0;2;0;0;0;43;15;3
07/01/2023;3;D;9;1;3;2;2;0;0;2;52;10;2
07/01/2023;4;C;27;6;2;2;2;1;1;1;76;19;2
07/01/2023;4;D;19;7;1;1;1;2;0;1;102;16;6
07/01/2023;5;C;75;15;3;8;5;2;0;1;241;139;5
07/01/2023;5;D;45;10;4;2;3;0;0;1;282;44;3
07/01/2023;6;C;81;17;10;7;10;0;0;1;406;250;8
07/01/2023;6;D;58;7;6;3;3;2;0;2;482;103;18
07/01/2023;7;C;83;20;7;11;4;2;2;2;550;284;11
07/01/2023;7;D;95;14;4;3;1;0;0;1;491;128;13
07/01/2023;8;C;71;22;8;6;6;2;0;0;574;164;15
07/01/2023;8;D;98;11;4;6;0;1;0;0;563;125;15
07/01/2023;9;C;55;17;3;9;9;0;0;1;628;154;11
07/01/2023;9;D;71;17;7;3;0;1;1;0;564;145;8
07/01/2023;10;C;69;18;5;3;7;1;0;1;597;143;11
07/01/2023;10;D;85;19;8;3;2;0;0;2;620;166;8
07/01/2023;11;C;79;14;1;6;5;1;1;1;566;140;10
07/01/2023;11;D;90;22;7;4;5;2;0;1;659;209;9
07/01/2023;12;C;73;13;4;4;5;1;0;3;532;144;10
07/01/2023;12;D;79;10;12;6;6;1;1;0;676;219;13
07/01/2023;13;C;70;6;3;5;3;0;0;3;504;108;12
07/01/2023;13;D;73;9;10;5;4;2;0;1;626;211;10
07/01/2023;14;C;60;6;3;6;6;1;0;0;486;144;10
07/01/2023;14;D;63;9;3;2;3;1;0;1;644;208;14
07/01/2023;15;C;68;5;4;3;5;0;1;0;545;127;13
07/01/2023;15;D;69;6;14;4;1;1;0;0;642;170;17
07/01/2023;16;C;61;7;6;4;6;0;0;1;616;132;16
07/01/2023;16;D;58;13;3;3;3;1;0;2;624;162;11
07/01/2023;17;C;53;10;4;2;2;0;0;0;603;147;11
07/01/2023;17;D;53;3;6;6;6;1;0;1;578;175;9
07/01/2023;18;C;41;0;3;2;5;0;0;1;616;145;7
07/01/2023;18;D;62;10;2;1;3;1;1;1;554;164;9
07/01/2023;19;C;35;11;2;4;5;1;1;0;559;142;8
07/01/2023;19;D;50;7;1;4;1;0;0;1;495;137;5
07/01/2023;20;C;15;5;2;0;1;0;2;0;386;89;8
07/01/2023;20;D;31;10;1;4;2;1;0;0;404;112;2
07/01/2023;21;C;17;3;0;2;3;1;0;0;273;81;3
07/01/2023;21;D;24;1;3;3;0;1;0;1;354;66;6
07/01/2023;22;C;13;5;1;0;1;0;0;2;246;60;3
07/01/2023;22;D;18;3;1;0;2;0;1;1;318;74;4
07/01/2023;23;C;13;1;1;0;3;0;0;0;170;33;1
07/01/2023;23;D;13;3;1;1;1;0;2;1;189;55;1
08/01/2023;0;C;2;4;0;1;1;1;0;1;131;31;2
08/01/2023;0;D;13;5;0;0;0;0;0;0;143;30;1
08/01/2023;1;C;7;2;1;1;1;0;2;1;78;10;3
08/01/2023;1;D;7;1;0;0;0;0;0;1;93;18;2
08/01/2023;2;C;3;1;0;1;2;0;1;0;46;8;3
08/01/2023;2;D;8;0;0;0;2;0;0;0;62;11;0
08/01/2023;3;C;7;3;1;0;0;1;0;0;29;8;2
08/01/2023;3;D;10;2;1;0;3;0;2;1;53;6;2
08/01/2023;4;C;10;4;2;1;0;0;2;0;62;20;5
08/01/2023;4;D;13;3;2;2;1;0;0;0;107;14;5
08/01/2023;5;C;44;3;2;4;3;0;0;1;114;91;5
08/01/2023;5;D;28;1;6;0;0;0;0;2;184;37;4
08/01/2023;6;C;44;6;1;1;1;1;0;0;219;118;4
08/01/2023;6;D;39;7;3;1;1;0;0;0;314;67;8
08/01/2023;7;C;37;4;6;2;4;0;1;0;304;116;3
08/01/2023;7;D;41;4;3;1;4;0;0;1;445;86;8
08/01/2023;8;C;51;5;2;0;4;0;0;0;415;131;7
08/01/2023;8;D;53;10;2;1;3;0;1;1;464;131;7
08/01/2023;9;C;31;6;3;1;8;0;1;2;500;126;9
08/01/2023;9;D;42;6;5;1;3;1;1;1;539;124;9
08/01/2023;10;C;43;3;2;2;1;0;0;2;568;120;11
08/01/2023;10;D;44;4;1;5;2;1;0;0;577;113;8
08/01/2023;11;C;33;2;1;1;2;0;1;0;569;116;3
08/01/2023;11;D;29;4;3;1;3;0;1;4;568;101;7
08/01/2023;12;C;29;8;0;0;0;0;0;1;532;108;10
08/01/2023;12;D;35;3;3;1;1;0;0;0;573;123;7
08/01/2023;13;C;33;4;2;4;1;1;1;0;487;108;6
08/01/2023;13;D;39;7;4;6;2;0;0;0;558;144;14
08/01/2023;14;C;33;6;2;3;2;1;0;2;473;108;5
08/01/2023;14;D;44;6;2;0;0;0;0;2;572;121;3
08/01/2023;15;C;32;2;0;4;3;0;0;2;624;149;10
08/01/2023;15;D;42;6;1;2;3;0;1;2;550;99;7
08/01/2023;16;C;40;9;5;2;2;1;1;2;752;125;10
08/01/2023;16;D;41;5;3;0;3;3;0;0;619;134;4
08/01/2023;17;C;40;3;1;0;7;0;0;1;878;180;12
08/01/2023;17;D;53;11;3;3;6;0;1;1;621;136;6
08/01/2023;18;C;37;2;2;0;2;2;0;0;770;163;18
08/01/2023;18;D;38;5;4;2;0;0;0;0;561;147;3
08/01/2023;19;C;15;5;2;0;1;2;2;1;588;116;12
08/01/2023;19;D;34;7;0;1;4;0;0;0;442;121;1
08/01/2023;20;C;12;3;1;1;2;1;0;0;430;98;8
08/01/2023;20;D;24;5;2;3;5;0;0;1;362;99;2
08/01/2023;21;C;12;2;0;0;1;0;0;0;369;82;4
08/01/2023;21;D;15;14;5;0;5;0;1;1;387;87;6
08/01/2023;22;C;15;3;1;1;0;1;1;0;270;48;4
08/01/2023;22;D;11;4;0;2;2;0;0;0;277;74;4
08/01/2023;23;C;8;8;3;2;0;1;0;0;162;36;5
08/01/2023;23;D;5;4;2;1;1;0;0;0;119;32;3
09/01/2023;0;C;15;6;4;0;1;0;0;0;91;25;1
09/01/2023;1;C;9;3;2;0;2;1;0;0;51;12;6
09/01/2023;2;C;9;1;1;0;2;0;0;0;40;17;1
09/01/2023;2;D;7;5;1;0;1;0;1;1;49;4;0
09/01/2023;3;C;11;5;1;1;0;0;1;0;39;11;0
09/01/2023;3;D;10;0;2;1;1;3;0;4;68;7;2
09/01/2023;4;C;42;9;6;2;3;1;0;0;97;47;7
09/01/2023;4;D;32;4;2;1;2;0;0;3;118;11;4
09/01/2023;5;C;107;24;10;13;12;2;0;5;400;234;8
09/01/2023;5;D;73;10;9;6;0;1;0;1;302;68;7
09/01/2023;6;C;103;22;10;6;5;1;0;1;595;421;11
09/01/2023;6;D;83;11;3;3;5;1;1;1;547;114;11
09/01/2023;7;C;99;23;10;8;5;2;1;2;654;339;8
09/01/2023;7;D;108;17;4;2;2;0;0;3;552;164;12
09/01/2023;8;C;96;31;6;10;10;2;0;2;573;171;12
09/01/2023;8;D;75;24;1;3;3;0;0;0;555;119;8
09/01/2023;9;C;74;14;7;3;7;1;0;4;579;143;18
09/01/2023;9;D;104;18;7;7;4;0;0;1;567;109;14
09/01/2023;10;C;64;19;8;5;11;0;0;2;552;121;17
09/01/2023;10;D;97;20;8;10;6;5;0;4;614;143;13
09/01/2023;11;C;79;22;5;6;6;2;0;2;533;142;11
09/01/2023;11;D;89;21;12;8;5;2;0;1;557;134;9
09/01/2023;12;C;68;16;5;8;11;5;1;0;624;141;8
09/01/2023;12;D;86;27;9;8;4;5;2;1;534;151;11
09/01/2023;13;C;97;20;4;8;5;1;1;2;574;134;8
09/01/2023;13;D;82;12;8;9;7;1;0;1;519;139;15
09/01/2023;14;C;89;14;6;5;3;2;1;0;560;139;8
09/01/2023;14;D;89;21;8;5;6;1;1;1;459;139;13
09/01/2023;15;C;94;25;9;5;2;4;1;1;593;129;10
09/01/2023;15;D;95;21;13;10;5;1;1;1;539;146;11
09/01/2023;16;C;99;15;11;7;1;2;0;2;597;116;14
09/01/2023;16;D;104;25;13;15;2;1;1;2;545;206;13
09/01/2023;17;C;113;15;4;2;6;1;0;2;627;153;13
09/01/2023;17;D;83;23;19;9;13;0;2;0;637;355;13
09/01/2023;18;C;78;10;4;2;2;0;0;1;522;166;9
09/01/2023;18;D;113;25;12;12;7;1;0;1;602;317;14
09/01/2023;19;C;37;14;7;5;8;2;1;0;473;93;9
09/01/2023;19;D;65;12;7;8;6;2;0;1;504;188;12
09/01/2023;20;C;28;7;3;2;5;1;0;2;337;87;12
09/01/2023;20;D;36;8;9;2;3;1;0;1;328;116;7
09/01/2023;21;C;25;1;1;0;2;0;0;0;218;52;2
09/01/2023;21;D;31;6;3;4;3;0;0;0;281;80;5
09/01/2023;22;C;27;6;2;3;3;0;1;1;159;59;5
09/01/2023;22;D;28;2;5;7;4;0;0;2;221;64;3
09/01/2023;23;C;19;6;0;5;4;1;0;0;144;19;2
09/01/2023;23;D;17;6;1;0;3;0;1;3;141;43;3
10/01/2023;0;C;6;5;5;1;3;0;2;0;91;11;2
10/01/2023;0;D;6;3;4;3;5;0;0;0;83;11;3
10/01/2023;1;C;6;2;3;3;1;1;0;0;55;10;1
10/01/2023;1;D;8;3;2;4;2;0;1;0;64;7;0
10/01/2023;2;C;9;5;0;0;1;0;0;0;31;8;1
10/01/2023;2;D;5;4;0;1;2;0;1;0;51;9;0
10/01/2023;3;C;16;9;1;0;0;0;0;0;36;6;4
10/01/2023;3;D;7;7;2;3;1;0;1;0;54;10;3
10/01/2023;4;C;48;8;2;3;4;1;0;0;84;38;4
10/01/2023;4;D;25;11;5;4;6;1;0;0;91;4;5
10/01/2023;5;C;121;29;8;13;15;0;0;3;291;209;3
10/01/2023;5;D;62;21;3;2;2;4;0;1;245;35;6
10/01/2023;6;C;97;23;13;14;8;0;0;1;546;378;6
10/01/2023;6;D;93;13;11;2;2;3;0;0;501;107;7
10/01/2023;7;C;86;26;13;7;8;1;0;0;539;330;12
10/01/2023;7;D;110;16;5;3;10;2;0;2;593;134;10
10/01/2023;8;C;86;24;9;6;11;1;0;2;558;174;12
10/01/2023;8;D;108;19;11;2;5;0;0;1;634;122;12
10/01/2023;9;C;76;31;13;5;10;2;0;3;568;121;10
10/01/2023;9;D;91;32;15;6;4;0;0;1;557;130;9
10/01/2023;10;C;82;19;6;12;6;0;0;2;509;117;7
10/01/2023;10;D;96;31;8;4;3;0;0;2;493;135;11
10/01/2023;11;C;86;21;10;6;4;1;0;2;509;124;8
10/01/2023;11;D;86;24;10;8;2;3;0;0;510;132;4
10/01/2023;12;C;80;23;5;3;3;3;0;1;509;144;5
10/01/2023;12;D;99;21;12;7;6;1;0;1;523;126;8
10/01/2023;13;C;80;21;6;5;1;0;0;1;546;129;12
10/01/2023;13;D;103;12;8;5;7;3;0;2;481;120;6
10/01/2023;14;C;100;13;10;3;10;2;0;2;573;96;11
10/01/2023;14;D;84;21;14;7;7;1;0;1;488;108;10
10/01/2023;15;C;98;25;7;4;5;5;1;2;515;130;6
10/01/2023;15;D;80;16;14;7;10;4;0;1;482;173;11
10/01/2023;16;C;117;14;7;2;6;3;0;4;563;143;5
10/01/2023;16;D;109;22;12;10;11;1;0;1;534;208;12
10/01/2023;17;C;93;10;4;3;5;1;0;1;643;186;10
10/01/2023;17;D;103;25;17;11;9;1;1;1;633;375;9
10/01/2023;18;C;71;10;2;2;4;2;0;0;563;161;5
10/01/2023;18;D;90;21;15;10;8;1;0;0;654;324;5
10/01/2023;19;C;39;8;4;0;5;3;0;0;462;132;7
10/01/2023;19;D;76;14;8;8;7;1;1;3;448;210;5
10/01/2023;20;C;39;6;1;2;3;0;0;0;309;99;6
10/01/2023;20;D;44;15;6;3;3;2;0;1;338;133;3
10/01/2023;21;C;34;8;5;2;6;2;0;1;242;87;4
10/01/2023;21;D;32;9;4;3;2;4;0;3;317;87;3
10/01/2023;22;C;23;7;2;4;3;0;0;2;156;55;4
10/01/2023;22;D;27;10;2;1;3;0;0;0;226;63;2
10/01/2023;23;C;15;7;4;5;0;0;0;0;117;28;1
10/01/2023;23;D;17;4;0;3;0;0;0;2;121;45;2
11/01/2023;0;C;11;4;6;1;0;0;0;0;73;13;1
11/01/2023;0;D;16;8;2;2;1;0;0;1;90;25;1
11/01/2023;1;C;12;6;4;2;1;0;0;0;52;4;0
11/01/2023;1;D;10;2;2;1;1;0;0;1;60;10;1
11/01/2023;2;C;7;4;0;2;0;0;0;0;23;5;1
11/01/2023;2;D;6;5;0;1;0;0;0;0;42;5;2
11/01/2023;3;C;16;4;4;0;3;0;0;0;31;9;3
11/01/2023;3;D;12;11;1;0;1;0;0;0;49;4;0
11/01/2023;4;C;35;15;4;4;3;0;0;0;80;38;5
11/01/2023;4;D;27;9;6;3;2;0;0;0;99;16;4
11/01/2023;5;C;108;28;11;15;13;1;0;2;311;186;9
11/01/2023;5;D;56;18;5;2;3;1;0;4;241;33;4
11/01/2023;6;C;106;24;8;16;8;2;0;3;518;420;10
11/01/2023;6;D;84;13;11;3;3;0;0;1;429;99;9
11/01/2023;7;C;87;27;12;8;6;1;0;2;540;337;10
11/01/2023;7;D;106;17;5;5;1;3;1;0;552;116;12
11/01/2023;8;C;86;34;6;6;11;3;0;2;521;168;10
11/01/2023;8;D;108;22;10;4;7;0;0;2;506;106;12
11/01/2023;9;C;81;24;3;10;4;1;0;0;478;117;18
11/01/2023;9;D;101;26;13;5;4;0;0;1;575;86;14
11/01/2023;10;C;88;31;13;6;12;2;0;2;544;113;11
11/01/2023;10;D;88;34;6;5;3;2;0;2;516;113;7
11/01/2023;11;C;87;21;6;4;5;2;1;0;477;111;12
11/01/2023;11;D;100;27;12;10;7;2;0;0;477;141;10
11/01/2023;12;C;79;28;7;2;5;2;0;1;497;115;9
11/01/2023;12;D;83;15;10;7;5;2;0;0;474;158;9
11/01/2023;13;C;71;23;8;5;13;1;0;5;480;136;3
11/01/2023;13;D;94;24;8;4;4;2;1;0;477;108;14
11/01/2023;14;C;81;21;14;4;2;3;0;0;467;106;5
11/01/2023;14;D;93;19;14;5;12;0;0;0;444;124;10
11/01/2023;15;C;102;25;10;5;10;1;0;3;534;126;14
11/01/2023;15;D;110;23;23;8;7;0;0;0;482;127;5
11/01/2023;16;C;119;20;5;1;4;1;0;1;564;121;7
11/01/2023;16;D;108;31;12;6;6;2;0;4;529;182;12
11/01/2023;17;C;93;18;7;3;7;0;0;3;645;166;12
