UF;BR;Km;Ano;Latitude;Longitude
AL;104;89,3;2022;-9,490936;-35,814958
Data;Hora;Sentido;(A) Ônibus/Caminhão de 2 eixos;(B) Ônibus/Caminhão de 3 eixos;(C) Caminhão de 4 eixos;(D) Caminhão de 5 eixos;(E) Caminhão de 6 eixos;(F) Caminhão de 7 eixos;(G) Caminhão de 8 eixos;(H) Caminhão de 9 eixos;(I) Passeio;(J) Motocicleta;(L) Indefinido
01/01/2022;0;C;4;0;0;0;0;0;0;0;229;47;2
01/01/2022;0;D;10;1;0;0;0;0;0;0;208;50;1
01/01/2022;1;C;6;1;0;0;0;0;0;0;268;52;0
01/01/2022;1;D;5;0;1;0;0;0;0;0;354;63;2
01/01/2022;2;C;3;0;0;0;0;0;0;0;186;41;0
01/01/2022;2;D;4;0;0;0;0;0;0;0;194;38;0
01/01/2022;3;C;4;0;0;0;0;0;0;0;130;20;1
01/01/2022;3;D;2;1;0;0;0;0;0;0;136;36;1
01/01/2022;4;C;13;0;0;0;0;0;0;1;117;36;1
01/01/2022;4;D;7;0;1;0;0;0;0;0;127;31;1
01/01/2022;5;C;19;1;0;1;1;0;0;0;151;56;0
01/01/2022;5;D;7;3;1;1;0;0;0;0;179;44;2
01/01/2022;6;C;30;5;1;0;1;0;0;0;176;80;0
01/01/2022;6;D;19;4;0;1;1;0;0;0;244;57;4
01/01/2022;7;C;42;4;0;0;0;0;0;0;223;53;2
01/01/2022;7;D;21;3;2;0;0;0;0;0;296;83;2
01/01/2022;8;C;34;5;0;0;0;0;0;0;275;55;1
01/01/2022;8;D;17;3;1;1;2;0;0;0;333;63;2
01/01/2022;9;C;21;1;0;0;1;0;0;0;295;69;2
01/01/2022;9;D;13;1;0;0;0;0;0;0;392;60;3
01/01/2022;10;C;16;2;1;0;1;0;0;0;315;76;3
01/01/2022;10;D;30;2;0;0;1;0;0;0;405;91;3
01/01/2022;11;C;24;0;1;0;0;0;0;0;343;62;4
01/01/2022;11;D;20;3;1;0;1;0;0;0;441;101;6
01/01/2022;12;C;16;2;1;0;2;0;0;0;324;57;0
01/01/2022;12;D;19;4;0;0;1;0;0;1;384;78;3
01/01/2022;13;C;22;0;2;0;1;0;0;0;335;63;0
01/01/2022;13;D;21;5;4;0;2;0;0;0;406;73;4
01/01/2022;14;C;20;0;0;0;0;0;0;1;339;80;6
01/01/2022;14;D;19;1;1;0;0;0;0;2;405;67;3
01/01/2022;15;C;16;3;1;1;0;0;0;0;455;73;5
01/01/2022;15;D;16;0;1;1;0;0;0;0;386;85;2
01/01/2022;16;C;25;3;0;0;3;0;0;0;523;103;0
01/01/2022;16;D;36;2;1;0;0;0;0;0;422;90;0
01/01/2022;17;C;32;5;0;0;1;0;0;0;524;117;4
01/01/2022;17;D;71;5;0;0;0;0;0;0;442;89;2
01/01/2022;18;C;22;5;0;0;1;0;0;0;517;108;6
01/01/2022;18;D;30;2;0;0;0;0;0;0;342;92;1
01/01/2022;19;C;15;3;0;0;1;0;0;0;384;53;3
01/01/2022;19;D;18;0;0;0;0;0;0;1;279;87;0
01/01/2022;20;C;15;1;0;0;0;0;0;0;319;58;4
01/01/2022;20;D;10;4;0;0;0;2;0;1;227;66;1
01/01/2022;21;C;9;2;0;0;0;0;0;0;251;53;0
01/01/2022;21;D;5;2;0;0;0;0;0;0;173;46;3
01/01/2022;22;C;6;0;0;0;0;0;0;0;152;29;1
01/01/2022;22;D;5;0;0;0;0;0;0;1;174;41;0
01/01/2022;23;C;7;0;0;0;0;0;0;0;88;24;0
01/01/2022;23;D;5;0;0;0;0;0;0;0;106;36;0
02/01/2022;0;C;4;2;1;0;0;0;0;0;59;10;0
02/01/2022;0;D;1;1;0;0;0;0;0;0;59;21;0
02/01/2022;1;C;1;1;0;0;0;0;0;0;37;4;2
02/01/2022;1;D;0;0;0;0;0;0;0;0;37;9;0
02/01/2022;2;C;5;0;0;0;0;0;0;0;22;1;1
02/01/2022;2;D;6;1;0;0;0;0;0;0;29;7;1
02/01/2022;3;C;3;1;0;0;0;0;0;0;18;4;1
02/01/2022;3;D;4;1;0;0;0;0;0;0;47;5;2
02/01/2022;4;C;11;0;1;0;1;0;0;0;39;12;2
02/01/2022;4;D;11;2;0;0;0;0;0;0;81;12;0
02/01/2022;5;C;25;0;0;1;0;0;0;1;117;58;1
02/01/2022;5;D;19;3;2;0;1;0;0;0;155;27;4
02/01/2022;6;C;28;4;1;0;1;0;0;0;200;106;1
02/01/2022;6;D;29;2;4;1;0;1;0;0;265;59;6
02/01/2022;7;C;42;3;1;1;2;0;0;0;269;80;3
02/01/2022;7;D;33;2;3;2;0;0;0;0;382;86;6
02/01/2022;8;C;40;3;2;0;0;2;0;0;336;83;6
02/01/2022;8;D;40;5;3;1;0;0;0;1;452;92;4
02/01/2022;9;C;28;3;0;0;0;2;0;0;445;100;9
02/01/2022;9;D;35;3;1;1;1;0;0;0;506;82;7
02/01/2022;10;C;18;2;0;1;1;0;0;0;293;60;6
02/01/2022;10;D;37;6;3;2;1;0;0;0;585;91;3
02/01/2022;11;D;31;6;2;1;1;1;0;0;584;94;7
02/01/2022;12;D;26;2;0;2;1;0;0;1;536;85;8
02/01/2022;13;C;9;0;0;0;2;0;0;0;134;25;2
02/01/2022;13;D;31;4;2;0;0;1;0;0;459;84;8
02/01/2022;14;C;29;6;2;0;1;1;1;0;520;97;7
02/01/2022;14;D;26;7;4;2;3;1;0;0;565;109;4
02/01/2022;15;C;30;5;1;1;1;1;0;0;722;118;10
02/01/2022;15;D;32;3;3;0;1;0;0;0;548;93;4
02/01/2022;16;C;34;2;2;2;1;2;0;0;801;161;11
02/01/2022;16;D;40;6;4;1;1;0;1;0;539;84;7
02/01/2022;17;C;50;1;2;1;3;0;0;0;926;166;13
02/01/2022;17;D;16;2;0;1;0;0;0;0;212;37;3
02/01/2022;18;C;37;2;0;3;3;1;0;2;800;129;9
02/01/2022;19;C;18;2;0;1;2;1;1;0;578;116;6
02/01/2022;20;C;23;3;0;0;0;0;0;0;462;74;8
02/01/2022;20;D;18;2;1;1;0;0;0;0;257;70;1
02/01/2022;21;C;28;4;3;0;0;0;0;0;382;77;3
02/01/2022;21;D;10;4;0;1;2;1;0;0;295;69;2
02/01/2022;22;C;9;5;3;0;2;0;0;0;260;48;2
02/01/2022;22;D;11;1;0;0;0;0;1;2;217;69;0
02/01/2022;23;C;7;6;1;0;1;0;0;0;121;26;0
02/01/2022;23;D;4;3;2;0;1;0;0;2;140;44;0
03/01/2022;0;C;13;4;0;0;1;0;0;0;78;23;2
03/01/2022;0;D;5;5;2;1;0;0;0;0;69;36;2
03/01/2022;1;C;8;4;1;1;0;2;1;0;40;8;0
03/01/2022;1;D;4;1;1;1;0;0;0;0;59;20;1
03/01/2022;2;C;7;2;0;0;0;0;0;0;27;3;0
03/01/2022;2;D;6;2;1;2;0;0;0;1;34;8;0
03/01/2022;3;C;8;7;0;1;3;1;1;0;43;4;3
03/01/2022;3;D;9;3;0;3;0;2;0;0;57;5;2
03/01/2022;4;C;28;4;2;5;1;1;0;0;86;36;4
03/01/2022;4;D;16;4;5;3;0;0;1;2;138;14;1
03/01/2022;5;C;89;16;5;5;19;2;0;0;361;226;7
03/01/2022;5;D;45;8;6;3;5;1;1;0;312;57;5
03/01/2022;6;C;74;12;5;5;4;1;0;1;598;451;5
03/01/2022;6;D;79;7;2;4;4;2;0;1;487;112;8
03/01/2022;7;C;70;29;10;2;8;3;1;2;564;315;12
03/01/2022;7;D;88;17;5;4;3;1;0;0;552;122;7
03/01/2022;8;C;86;13;8;3;6;2;1;1;536;165;12
03/01/2022;8;D;84;27;2;3;4;0;0;0;575;95;8
03/01/2022;9;C;79;24;4;5;5;1;0;3;549;108;12
03/01/2022;9;D;97;29;10;14;1;1;0;0;610;100;10
03/01/2022;10;C;77;12;6;6;6;6;0;1;530;98;9
03/01/2022;10;D;82;15;16;10;2;1;0;1;569;112;10
03/01/2022;11;C;67;24;5;7;10;1;1;1;524;125;3
03/01/2022;11;D;79;19;3;9;3;1;0;1;555;129;8
03/01/2022;12;C;57;15;7;4;5;1;2;0;489;112;7
03/01/2022;12;D;78;12;6;10;6;3;0;0;506;129;6
03/01/2022;13;C;76;15;2;9;13;1;1;0;512;111;4
03/01/2022;13;D;66;19;8;6;3;0;0;1;503;93;8
03/01/2022;14;C;89;20;5;4;5;1;0;0;586;104;7
03/01/2022;14;D;75;16;10;13;8;2;0;0;509;112;10
03/01/2022;15;C;78;22;8;5;3;4;0;0;545;108;9
03/01/2022;15;D;88;18;10;9;3;3;0;1;492;145;9
03/01/2022;16;C;90;26;4;5;5;1;0;0;566;128;6
03/01/2022;16;D;95;16;12;8;11;0;1;0;496;144;7
03/01/2022;17;C;68;10;6;7;6;0;0;1;607;129;9
03/01/2022;17;D;85;15;11;15;12;4;0;0;563;344;6
03/01/2022;18;C;47;10;3;3;2;0;0;0;517;127;7
03/01/2022;18;D;87;16;14;6;6;1;0;1;540;298;8
03/01/2022;19;C;39;10;6;0;3;2;1;0;413;94;5
03/01/2022;19;D;55;12;6;8;5;1;0;0;411;179;9
03/01/2022;20;C;27;12;3;4;3;1;1;0;286;70;3
03/01/2022;20;D;24;5;2;5;2;1;1;1;304;101;3
03/01/2022;21;C;26;10;2;2;4;2;0;0;240;47;5
03/01/2022;21;D;19;8;3;4;1;2;0;0;252;76;4
03/01/2022;22;C;15;8;5;1;2;2;0;0;154;46;1
03/01/2022;22;D;11;7;0;2;0;1;2;1;175;61;3
03/01/2022;23;C;7;1;2;1;3;2;0;0;83;21;4
03/01/2022;23;D;11;3;0;2;2;3;0;0;98;49;4
04/01/2022;0;C;11;2;1;1;0;0;0;0;42;5;1
04/01/2022;0;D;6;4;2;0;1;0;0;0;44;14;1
04/01/2022;1;C;7;3;1;1;1;0;0;0;40;11;4
04/01/2022;1;D;6;0;0;0;1;0;0;2;43;7;1
04/01/2022;2;C;17;4;1;6;0;0;0;0;32;9;1
04/01/2022;2;D;8;1;0;1;1;0;0;0;29;8;2
04/01/2022;3;C;14;3;1;4;2;0;0;0;40;8;5
04/01/2022;3;D;5;10;2;2;2;0;0;0;55;6;1
04/01/2022;4;C;31;12;5;3;1;1;0;2;67;33;1
04/01/2022;4;D;19;6;1;2;2;0;0;1;55;9;4
04/01/2022;5;C;100;18;7;7;9;0;0;1;255;165;4
04/01/2022;5;D;43;10;3;2;4;0;0;0;201;46;4
04/01/2022;6;C;95;22;7;7;16;0;0;1;470;393;6
04/01/2022;6;D;72;9;6;4;4;0;1;0;372;100;6
04/01/2022;7;C;68;26;6;4;6;0;0;1;499;276;7
04/01/2022;7;D;102;18;10;6;4;1;0;1;523;107;13
04/01/2022;8;C;80;26;6;8;2;1;0;2;478;111;12
04/01/2022;8;D;92;19;4;4;4;1;1;0;502;57;8
04/01/2022;9;C;79;22;5;6;6;0;0;2;502;114;6
04/01/2022;9;D;97;22;4;6;2;0;0;0;492;92;6
04/01/2022;10;C;80;21;3;5;5;0;0;3;455;79;6
04/01/2022;10;D;101;24;13;9;6;4;0;1;489;86;7
04/01/2022;11;C;8;2;0;0;0;0;0;0;55;9;0
04/01/2022;11;D;102;17;10;5;4;2;0;0;501;97;5
04/01/2022;12;D;83;21;10;6;8;2;0;1;435;98;6
04/01/2022;13;C;7;1;0;0;1;0;0;0;43;9;0
04/01/2022;13;D;72;7;9;3;5;4;1;0;426;101;6
04/01/2022;14;C;76;18;10;5;2;0;0;1;509;89;12
04/01/2022;14;D;67;24;10;5;4;0;0;0;474;120;11
04/01/2022;15;C;94;17;5;6;11;0;0;1;498;95;11
04/01/2022;15;D;99;17;10;4;6;0;0;2;467;141;10
04/01/2022;16;C;87;13;3;3;6;1;0;1;528;125;5
04/01/2022;16;D;88;25;8;12;9;0;0;2;479;161;12
04/01/2022;17;C;86;13;5;5;4;1;0;0;551;132;5
04/01/2022;17;D;80;28;10;5;9;2;0;0;537;357;9
04/01/2022;18;C;60;7;4;1;3;0;0;1;464;121;5
04/01/2022;18;D;83;12;6;4;3;1;0;1;523;284;8
04/01/2022;19;C;50;8;5;1;8;0;0;0;365;87;2
04/01/2022;19;D;62;6;6;1;4;1;0;1;389;170;5
04/01/2022;20;C;25;13;1;2;5;0;0;0;296;73;1
04/01/2022;20;D;33;9;6;4;4;0;0;0;300;105;4
04/01/2022;21;C;19;6;3;1;1;0;0;0;211;70;2
04/01/2022;21;D;18;8;0;3;2;1;0;0;228;85;3
04/01/2022;22;C;14;9;3;1;1;0;0;1;145;56;2
04/01/2022;22;D;8;4;0;6;0;0;0;1;196;82;0
04/01/2022;23;C;9;2;0;0;1;0;0;1;101;22;2
04/01/2022;23;D;9;2;0;0;0;0;0;1;122;58;1
05/01/2022;0;C;10;1;1;0;5;0;0;0;52;8;2
05/01/2022;0;D;4;4;1;0;1;0;0;0;70;30;0
05/01/2022;1;C;7;6;4;1;0;0;0;0;39;4;1
05/01/2022;1;D;10;0;1;1;0;0;0;0;42;12;0
05/01/2022;2;C;8;2;0;0;1;2;0;0;15;5;1
05/01/2022;2;D;4;3;5;3;0;0;0;0;24;2;1
05/01/2022;3;C;13;5;0;1;0;0;0;0;36;10;1
05/01/2022;3;D;7;3;1;4;1;0;0;0;38;0;0
05/01/2022;4;C;47;13;2;2;4;1;0;0;53;38;1
05/01/2022;4;D;22;11;0;1;3;0;0;0;72;10;2
05/01/2022;5;C;82;24;5;4;4;0;0;0;267;195;4
05/01/2022;5;D;42;10;4;2;3;1;0;1;200;51;2
05/01/2022;6;C;83;31;5;1;6;1;0;0;431;431;6
05/01/2022;6;D;86;11;5;2;3;1;0;0;372;114;11
05/01/2022;7;C;94;24;11;5;5;1;0;0;492;307;4
05/01/2022;7;D;98;17;6;1;3;0;0;1;483;128;5
05/01/2022;8;C;108;24;3;8;4;1;0;1;456;153;8
05/01/2022;8;D;76;23;4;3;3;1;0;0;539;105;6
05/01/2022;9;C;83;21;4;4;8;0;0;0;507;150;7
05/01/2022;9;D;86;24;8;4;2;1;0;1;502;101;7
05/01/2022;10;C;66;19;6;7;9;0;0;2;462;93;13
05/01/2022;10;D;96;21;10;2;4;6;0;2;490;122;6
05/01/2022;11;C;69;16;5;2;3;1;0;1;461;113;9
05/01/2022;11;D;92;31;12;7;6;1;0;2;474;146;4
05/01/2022;12;C;72;20;6;3;3;0;1;1;471;111;5
05/01/2022;12;D;85;22;9;10;3;0;0;1;478;131;8
05/01/2022;13;C;76;20;10;7;2;1;0;0;421;114;9
05/01/2022;13;D;73;18;4;6;1;2;0;0;462;96;13
05/01/2022;14;C;85;26;8;3;7;1;0;0;454;104;9
05/01/2022;14;D;91;18;6;6;6;3;0;1;451;129;9
05/01/2022;15;C;97;29;6;8;5;4;0;2;500;97;13
05/01/2022;15;D;89;16;11;8;5;0;0;0;511;125;12
05/01/2022;16;C;108;17;4;6;5;1;0;0;556;140;8
05/01/2022;16;D;92;27;17;12;7;1;0;1;514;202;15
05/01/2022;17;C;78;9;1;3;9;0;0;0;567;151;5
05/01/2022;17;D;88;22;6;6;5;1;0;3;572;374;7
05/01/2022;18;C;64;7;12;2;5;0;0;0;475;123;6
05/01/2022;18;D;99;23;8;8;6;3;1;2;552;314;5
05/01/2022;19;C;41;8;5;3;3;2;0;0;379;88;8
05/01/2022;19;D;68;13;10;3;2;1;0;0;427;164;6
05/01/2022;20;C;25;14;3;4;3;1;0;1;310;83;6
05/01/2022;20;D;30;8;1;2;0;1;0;0;326;119;7
05/01/2022;21;C;25;12;5;2;2;1;0;0;240;68;8
05/01/2022;21;D;21;6;6;2;1;2;0;0;267;93;1
05/01/2022;22;C;21;10;4;2;4;1;0;0;176;37;4
05/01/2022;22;D;18;3;2;4;2;0;0;0;225;78;6
05/01/2022;23;C;19;12;8;0;5;0;0;1;100;26;2
05/01/2022;23;D;9;3;1;3;1;1;0;0;133;53;4
06/01/2022;0;C;17;5;2;1;0;1;0;0;48;15;3
06/01/2022;0;D;17;6;3;2;1;1;0;0;56;29;0
06/01/2022;1;C;15;9;4;0;0;2;0;0;59;5;2
06/01/2022;1;D;2;4;1;0;5;1;0;1;43;11;4
06/01/2022;2;C;10;3;2;0;1;0;0;0;45;10;4
06/01/2022;2;D;8;7;1;1;0;1;0;0;23;9;2
06/01/2022;3;C;12;3;0;0;1;1;0;0;48;10;4
06/01/2022;3;D;12;3;0;1;0;0;0;0;37;6;3
06/01/2022;4;C;38;16;3;0;7;1;1;0;73;31;7
06/01/2022;4;D;25;9;4;4;3;1;0;0;99;17;1
06/01/2022;5;C;87;22;5;6;8;3;1;0;261;181;5
06/01/2022;5;D;58;12;6;3;4;0;0;1;197;56;6
06/01/2022;6;C;103;17;6;6;9;4;0;0;437;410;9
06/01/2022;6;D;80;12;8;3;2;1;0;1;397;112;13
06/01/2022;7;C;75;26;8;5;6;1;0;1;485;295;9
06/01/2022;7;D;122;21;1;8;4;0;0;0;528;127;10
06/01/2022;8;C;92;20;6;8;9;1;0;1;486;160;8
06/01/2022;8;D;103;21;5;11;3;1;0;2;538;103;9
06/01/2022;9;C;75;21;5;5;8;3;0;1;471;129;17
06/01/2022;9;D;93;21;7;6;2;1;0;0;514;121;13
06/01/2022;10;C;63;12;6;14;3;0;0;0;492;116;11
06/01/2022;10;D;93;39;11;7;9;3;0;0;488;107;7
06/01/2022;11;C;72;23;3;6;9;3;0;1;493;102;6
06/01/2022;11;D;84;22;12;8;3;1;0;0;548;127;10
06/01/2022;12;C;67;17;10;4;3;1;0;0;467;130;6
06/01/2022;12;D;94;19;10;7;10;4;0;0;469;136;15
06/01/2022;13;C;75;14;8;4;3;4;0;1;467;130;9
06/01/2022;13;D;68;21;7;4;4;1;1;1;458;97;10
06/01/2022;14;C;83;25;8;4;5;1;1;3;480;103;4
06/01/2022;14;D;77;21;10;1;5;1;1;1;484;119;5
06/01/2022;15;C;90;23;8;6;7;0;0;1;515;102;20
06/01/2022;15;D;100;23;13;6;4;1;0;0;505;122;13
06/01/2022;16;C;106;20;8;8;3;0;0;0;549;129;13
06/01/2022;16;D;89;18;16;10;8;5;0;1;530;187;14
06/01/2022;17;C;83;10;6;7;5;0;0;0;538;152;5
06/01/2022;17;D;103;25;5;7;4;4;1;1;584;387;9
06/01/2022;18;C;71;17;7;5;1;0;0;0;487;156;9
06/01/2022;18;D;101;16;6;6;6;3;0;2;581;292;14
06/01/2022;19;C;54;10;10;2;4;1;0;0;397;88;5
06/01/2022;19;D;81;5;7;4;5;2;0;0;450;201;10
06/01/2022;20;C;24;17;5;5;0;2;0;0;291;80;8
06/01/2022;20;D;25;8;6;0;3;0;0;0;335;131;6
06/01/2022;21;C;27;5;3;2;3;0;0;1;249;64;7
06/01/2022;21;D;25;6;1;2;4;1;0;1;263;112;2
06/01/2022;22;C;9;9;6;2;0;1;0;0;173;44;7
06/01/2022;22;D;13;4;2;0;1;0;0;1;239;80;4
06/01/2022;23;C;9;3;2;1;2;1;0;1;118;33;3
06/01/2022;23;D;8;7;0;1;0;0;0;0;122;66;2
07/01/2022;0;C;13;6;5;4;0;0;1;0;62;15;1
07/01/2022;0;D;12;7;2;1;1;0;0;0;56;31;5
