UF;BR;Km;Ano;Latitude;Longitude
AL;104;89,3;2024;-9,490936;-35,814958
Data;Hora;Sentido;(A) Ônibus/Caminhão de 2 eixos;(B) Ônibus/Caminhão de 3 eixos;(C) Caminhão de 4 eixos;(D) Caminhão de 5 eixos;(E) Caminhão de 6 eixos;(F) Caminhão de 7 eixos;(G) Caminhão de 8 eixos;(H) Caminhão de 9 eixos;(I) Passeio;(J) Motocicleta;(L) Indefinido
04/01/2024;18;C;54;6;3;2;2;0;0;0;381;140;5
04/01/2024;18;D;103;17;7;3;5;1;0;2;447;167;11
04/01/2024;19;C;33;8;4;1;1;1;0;1;304;105;7
04/01/2024;19;D;72;14;13;4;11;1;0;2;329;92;3
04/01/2024;20;C;35;4;4;4;1;1;0;0;247;99;2
04/01/2024;20;D;34;10;3;3;2;0;0;1;256;73;2
04/01/2024;21;C;18;8;0;2;1;1;0;0;198;52;8
04/01/2024;21;D;35;8;1;1;1;1;0;1;195;65;1
04/01/2024;22;C;27;4;3;1;2;0;0;0;151;60;0
04/01/2024;22;D;21;5;1;0;2;0;0;0;164;61;1
04/01/2024;23;C;13;5;1;1;4;0;0;0;75;37;4
04/01/2024;23;D;21;2;1;0;3;0;0;0;90;26;1
05/01/2024;0;C;7;6;3;2;5;0;0;0;51;9;1
05/01/2024;0;D;9;5;2;2;1;0;0;0;69;15;2
05/01/2024;1;C;3;2;1;1;2;0;0;0;42;11;2
05/01/2024;1;D;6;1;1;2;3;1;0;0;36;7;0
05/01/2024;2;C;8;6;0;1;1;0;0;0;28;8;2
05/01/2024;2;D;6;4;2;0;0;0;0;0;38;8;2
05/01/2024;3;C;10;6;7;0;1;1;0;0;37;9;2
05/01/2024;3;D;11;8;3;1;5;1;0;0;38;4;3
05/01/2024;4;C;27;12;2;1;5;0;0;0;67;30;5
05/01/2024;4;D;33;4;6;1;5;1;1;0;85;8;3
05/01/2024;5;C;78;17;6;4;5;2;0;2;232;169;4
05/01/2024;5;D;49;14;5;1;2;0;0;0;181;27;4
05/01/2024;6;C;95;15;12;4;9;1;0;1;398;355;9
05/01/2024;6;D;102;15;4;1;1;0;0;0;348;81;7
05/01/2024;7;C;91;18;2;3;3;1;0;0;444;261;12
05/01/2024;7;D;113;16;4;1;2;0;1;0;369;65;12
05/01/2024;8;C;94;37;10;3;9;3;0;0;491;154;17
05/01/2024;8;D;125;22;6;2;5;0;0;1;465;73;6
05/01/2024;9;C;82;19;4;4;4;2;0;4;467;150;14
05/01/2024;9;D;122;32;7;5;2;3;1;0;461;65;11
05/01/2024;10;C;68;15;2;5;8;0;0;3;427;97;15
05/01/2024;10;D;121;19;8;4;5;3;0;0;509;82;13
05/01/2024;11;C;97;19;8;6;5;2;0;1;396;131;11
05/01/2024;11;D;132;15;6;9;5;1;0;1;482;65;11
05/01/2024;12;C;84;25;10;2;3;2;0;1;451;129;7
05/01/2024;12;D;106;42;14;7;5;0;0;1;458;65;13
05/01/2024;13;C;71;26;7;7;11;0;0;2;497;126;6
05/01/2024;13;D;112;10;10;5;5;1;0;0;468;65;9
05/01/2024;14;C;96;24;3;5;5;0;0;0;506;123;8
05/01/2024;14;D;95;19;9;7;4;1;0;1;482;75;8
05/01/2024;15;C;95;13;7;4;2;1;0;0;461;129;11
05/01/2024;15;D;103;24;6;10;2;2;0;1;455;87;13
05/01/2024;16;C;84;14;6;0;0;2;0;1;424;140;7
05/01/2024;16;D;92;13;14;4;7;1;0;1;512;163;10
05/01/2024;17;C;117;7;3;2;1;2;0;1;626;189;11
05/01/2024;17;D;109;11;15;7;5;1;0;1;572;207;9
05/01/2024;18;C;90;11;4;2;2;0;0;0;523;205;8
05/01/2024;18;D;118;22;13;8;3;2;1;1;557;190;12
05/01/2024;19;C;59;13;6;1;6;1;0;0;486;133;10
05/01/2024;19;D;70;10;7;2;5;3;0;0;538;152;14
05/01/2024;20;C;41;5;2;2;9;1;0;0;338;97;7
05/01/2024;20;D;54;12;4;3;2;1;0;1;377;92;10
05/01/2024;21;C;29;15;8;3;0;0;0;0;299;86;1
05/01/2024;21;D;45;7;2;5;2;0;0;0;310;85;7
05/01/2024;22;C;35;5;1;3;3;0;0;0;192;57;2
05/01/2024;22;D;32;4;3;3;4;3;0;0;261;61;7
05/01/2024;23;C;17;6;3;0;5;0;0;0;158;47;4
05/01/2024;23;D;13;3;2;1;2;0;0;0;149;43;2
06/01/2024;0;C;8;9;5;0;1;1;0;0;74;19;3
06/01/2024;0;D;11;2;5;1;2;1;0;0;91;22;0
06/01/2024;1;C;12;8;4;2;2;0;0;0;67;14;2
06/01/2024;1;D;5;4;3;1;2;1;1;1;61;16;1
06/01/2024;2;C;9;5;0;1;2;0;0;0;56;9;2
06/01/2024;2;D;11;4;3;1;0;0;0;0;59;13;3
06/01/2024;3;C;9;4;0;1;2;2;0;0;38;7;1
06/01/2024;3;D;6;5;1;1;1;0;0;0;36;8;2
06/01/2024;4;C;32;8;1;0;1;1;0;0;85;25;3
06/01/2024;4;D;33;8;0;3;0;0;0;0;91;13;6
06/01/2024;5;C;70;19;2;7;8;0;0;1;188;142;2
06/01/2024;5;D;38;19;7;0;4;2;0;1;217;32;9
06/01/2024;6;C;102;23;9;5;11;0;0;2;361;252;11
06/01/2024;6;D;82;15;6;2;3;0;0;0;404;72;12
06/01/2024;7;C;41;11;5;1;2;0;0;1;275;175;8
06/01/2024;7;D;75;4;1;4;4;0;0;2;263;43;6
06/01/2024;8;C;34;4;1;1;2;0;0;0;144;53;1
06/01/2024;8;D;25;6;2;3;2;0;0;0;134;24;1
06/01/2024;9;C;26;3;2;1;2;1;0;0;148;35;3
06/01/2024;9;D;24;2;3;0;1;1;0;0;130;14;3
06/01/2024;10;C;21;3;2;0;2;0;0;1;138;41;3
06/01/2024;10;D;22;9;2;1;1;3;0;1;164;24;2
06/01/2024;11;C;25;3;2;3;4;0;0;0;127;31;3
06/01/2024;11;D;29;8;1;1;0;0;0;1;158;19;4
06/01/2024;12;C;26;2;1;0;2;0;0;0;118;49;2
06/01/2024;12;D;33;4;3;0;0;0;0;0;162;27;2
06/01/2024;13;C;76;9;7;4;3;1;0;2;568;145;11
06/01/2024;13;D;88;12;3;2;6;1;0;1;561;118;7
06/01/2024;14;C;86;8;2;2;1;1;0;1;539;152;16
06/01/2024;14;D;98;12;2;9;6;1;0;1;649;134;11
06/01/2024;15;C;73;4;6;6;7;1;0;0;526;182;7
06/01/2024;15;D;88;12;3;5;3;1;0;0;586;119;18
06/01/2024;16;C;57;8;5;1;5;1;0;0;579;163;11
06/01/2024;16;D;73;10;5;2;1;0;0;1;562;128;15
06/01/2024;17;C;64;6;4;3;4;1;0;1;612;193;13
06/01/2024;17;D;72;10;6;1;3;1;0;0;548;113;15
06/01/2024;18;C;56;4;1;4;2;1;0;0;589;213;6
06/01/2024;18;D;75;6;3;3;6;0;1;0;515;93;8
06/01/2024;19;C;41;4;2;2;4;0;0;0;478;140;11
06/01/2024;19;D;52;6;2;0;5;0;0;0;467;120;12
06/01/2024;20;C;32;6;2;2;5;0;0;0;367;112;2
06/01/2024;20;D;33;3;2;0;1;2;0;0;376;88;3
06/01/2024;21;C;23;6;3;2;3;1;0;0;299;101;3
06/01/2024;21;D;15;3;1;2;1;0;0;1;328;70;7
06/01/2024;22;C;11;2;2;0;3;1;0;0;204;70;5
06/01/2024;22;D;19;2;0;3;0;0;0;0;325;73;2
06/01/2024;23;C;11;4;1;1;2;2;0;0;155;51;3
06/01/2024;23;D;19;1;0;1;3;0;0;0;202;45;3
08/01/2024;0;C;13;1;0;0;0;0;0;0;70;14;0
08/01/2024;0;D;10;2;1;0;0;0;0;0;98;12;0
08/01/2024;1;C;8;5;1;0;0;0;0;0;56;9;3
08/01/2024;1;D;7;10;1;0;3;0;0;0;58;7;0
08/01/2024;2;C;13;3;2;0;1;0;0;0;38;7;5
08/01/2024;2;D;7;3;3;0;0;3;0;0;49;6;3
08/01/2024;3;C;7;6;0;2;3;0;0;0;40;6;2
08/01/2024;3;D;13;5;5;1;2;0;0;0;47;7;2
08/01/2024;4;C;35;14;3;2;2;1;0;0;98;30;4
08/01/2024;4;D;34;3;8;1;2;0;0;0;103;4;2
08/01/2024;5;C;123;28;11;8;9;1;0;0;339;279;10
08/01/2024;5;D;77;8;5;1;3;2;0;0;266;39;5
08/01/2024;6;C;118;28;7;8;5;3;0;3;621;476;11
08/01/2024;6;D;98;8;4;6;1;2;0;0;503;90;9
08/01/2024;7;C;92;25;5;6;2;4;0;0;463;326;8
08/01/2024;7;D;98;12;2;3;4;0;0;0;445;93;8
08/01/2024;9;C;77;23;5;2;8;1;0;0;476;130;9
08/01/2024;9;D;106;27;2;2;5;0;0;0;424;65;8
08/01/2024;10;C;102;19;12;6;6;4;1;1;562;136;13
08/01/2024;10;D;144;37;7;6;4;0;0;0;596;90;11
08/01/2024;11;C;93;21;2;7;5;4;0;1;538;158;9
08/01/2024;11;D;130;18;7;14;4;1;0;0;546;83;9
08/01/2024;12;C;81;20;6;5;4;6;0;1;542;170;9
08/01/2024;12;D;109;23;10;7;6;1;0;0;512;100;9
08/01/2024;13;C;100;27;11;5;3;3;0;0;544;155;6
08/01/2024;13;D;116;18;8;8;3;3;1;0;516;70;12
08/01/2024;14;C;112;18;8;6;6;2;0;4;593;168;12
08/01/2024;14;D;102;28;5;4;3;1;0;0;476;91;5
08/01/2024;15;C;102;27;10;1;2;1;0;1;538;149;11
08/01/2024;15;D;138;25;12;8;4;4;0;2;517;111;11
08/01/2024;16;C;115;8;9;6;2;2;0;1;583;168;4
08/01/2024;16;D;119;32;10;8;14;1;0;0;578;126;12
08/01/2024;17;C;120;18;0;0;7;1;0;1;601;207;7
08/01/2024;17;D;123;25;10;8;7;1;0;1;589;215;10
08/01/2024;18;C;75;10;6;2;4;1;0;0;528;195;9
08/01/2024;18;D;139;11;11;8;14;1;0;1;631;198;11
08/01/2024;19;C;63;11;5;4;4;2;0;0;421;132;4
08/01/2024;19;D;94;18;6;3;3;2;0;0;455;139;11
08/01/2024;20;C;49;9;6;5;3;0;0;2;304;99;6
08/01/2024;20;D;42;12;9;5;3;4;0;0;337;111;9
08/01/2024;21;C;31;8;3;2;6;0;1;0;256;81;4
08/01/2024;21;D;40;6;3;2;2;4;0;0;301;66;5
08/01/2024;22;C;40;4;4;1;4;0;0;0;202;59;3
08/01/2024;22;D;31;6;4;2;2;2;0;1;206;56;4
08/01/2024;23;C;23;3;1;2;2;0;1;0;118;27;4
08/01/2024;23;D;17;2;2;6;4;0;0;0;111;23;0
09/01/2024;0;C;13;8;5;2;1;0;0;0;75;18;0
09/01/2024;0;D;10;6;7;1;1;0;0;1;65;13;0
09/01/2024;1;C;9;6;3;0;1;0;0;0;47;12;4
09/01/2024;1;D;8;3;2;5;2;1;0;1;41;11;0
09/01/2024;2;C;9;5;5;1;2;0;0;0;38;12;1
09/01/2024;2;D;11;6;3;2;0;1;0;0;48;7;2
09/01/2024;3;C;21;10;1;2;1;0;0;0;63;6;3
09/01/2024;3;D;17;6;2;2;0;1;0;0;55;5;3
09/01/2024;4;C;39;16;1;8;1;1;0;2;69;37;6
09/01/2024;4;D;42;5;6;0;2;0;0;1;90;11;4
09/01/2024;5;C;125;31;9;7;10;0;0;1;273;206;7
09/01/2024;5;D;67;8;12;4;3;1;1;1;220;38;5
09/01/2024;6;C;150;28;7;6;6;1;0;0;524;411;6
09/01/2024;6;D;113;13;7;5;4;0;0;1;431;97;12
09/01/2024;7;C;119;31;9;5;13;1;0;0;548;387;10
09/01/2024;7;D;137;16;7;4;2;2;0;2;589;79;12
09/01/2024;8;C;94;36;6;7;6;1;0;1;563;200;9
09/01/2024;8;D;154;26;3;5;4;4;0;0;533;68;11
09/01/2024;9;C;100;33;15;6;5;4;1;2;541;146;7
09/01/2024;9;D;137;26;12;6;4;1;0;0;561;80;10
09/01/2024;10;C;91;22;5;7;5;2;0;2;518;117;21
09/01/2024;10;D;128;38;8;6;5;2;0;0;530;90;12
09/01/2024;11;C;96;30;6;10;1;1;0;5;490;152;12
09/01/2024;11;D;123;38;5;6;3;4;1;0;536;83;8
09/01/2024;12;C;94;15;4;5;12;2;0;4;466;145;9
09/01/2024;12;D;137;22;11;7;5;1;0;1;484;95;14
09/01/2024;13;C;96;28;7;4;2;2;0;0;483;151;11
09/01/2024;13;D;117;19;6;4;3;2;0;0;390;62;5
09/01/2024;14;C;114;26;14;1;7;2;0;0;552;144;8
09/01/2024;14;D;110;27;5;8;5;1;0;0;461;97;5
09/01/2024;15;C;87;16;4;3;5;1;0;2;485;122;12
09/01/2024;15;D;145;39;9;7;4;2;0;1;498;104;7
09/01/2024;16;C;119;26;8;3;5;1;0;1;537;166;12
09/01/2024;16;D;120;32;12;7;7;1;0;2;479;132;11
09/01/2024;17;C;114;11;8;0;5;1;0;2;612;213;6
09/01/2024;17;D;147;27;22;9;9;1;0;2;586;283;12
09/01/2024;18;C;77;9;5;0;3;2;0;0;539;191;10
09/01/2024;18;D;156;26;6;9;5;1;0;2;585;228;11
09/01/2024;19;C;52;11;5;1;3;0;0;1;440;140;8
09/01/2024;19;D;92;18;4;8;1;2;0;3;437;148;4
09/01/2024;20;C;37;12;7;2;1;0;0;0;271;110;6
09/01/2024;20;D;52;10;4;2;5;0;0;0;387;110;5
09/01/2024;21;C;41;10;4;1;2;0;0;1;260;105;3
09/01/2024;21;D;35;14;4;3;4;3;0;1;287;91;4
09/01/2024;22;C;37;12;2;2;3;0;0;1;197;66;5
09/01/2024;22;D;41;5;2;2;1;1;1;0;254;61;2
09/01/2024;23;C;13;7;2;1;2;0;0;0;111;33;0
09/01/2024;23;D;21;7;0;2;1;0;0;1;133;47;1
10/01/2024;0;C;11;8;2;0;1;0;0;0;67;16;1
10/01/2024;0;D;14;3;2;0;2;1;0;2;71;15;0
10/01/2024;1;C;5;5;1;0;1;0;0;1;37;6;1
10/01/2024;1;D;7;1;0;2;1;1;0;0;60;9;1
10/01/2024;2;C;10;3;1;1;1;0;0;1;32;9;1
10/01/2024;2;D;9;4;4;0;3;1;0;1;35;4;2
10/01/2024;3;C;14;11;0;1;2;0;0;0;40;14;0
10/01/2024;3;D;16;4;3;2;2;0;0;0;40;3;0
10/01/2024;4;C;43;16;5;1;0;1;0;0;74;39;3
10/01/2024;4;D;37;6;4;3;1;1;0;0;95;6;3
10/01/2024;5;C;131;23;11;4;11;2;0;1;284;229;6
10/01/2024;5;D;79;14;3;2;0;2;0;1;224;31;6
10/01/2024;6;C;128;26;10;4;12;2;0;0;539;463;11
10/01/2024;6;D;117;14;4;3;3;0;0;0;399;78;5
10/01/2024;7;C;94;28;13;10;10;1;0;1;586;315;13
10/01/2024;7;D;135;23;2;5;2;1;0;2;558;73;9
10/01/2024;8;C;95;41;5;4;10;0;0;2;517;172;13
10/01/2024;8;D;126;19;9;0;6;0;0;1;488;77;8
10/01/2024;9;C;68;17;2;6;5;0;0;0;308;74;6
10/01/2024;9;D;74;31;4;1;4;1;0;0;322;42;4
10/01/2024;10;C;42;21;5;8;1;1;0;5;259;48;5
10/01/2024;10;D;69;16;1;7;6;1;0;0;333;32;2
10/01/2024;11;C;55;13;6;1;8;0;0;4;276;63;2
10/01/2024;11;D;75;10;7;6;3;0;0;0;295;40;9
10/01/2024;12;C;50;12;5;3;5;0;0;0;333;55;6
10/01/2024;12;D;78;14;10;6;3;0;0;0;288;57;8
10/01/2024;13;C;54;13;4;0;4;1;0;2;302;72;2
10/01/2024;13;D;74;17;5;4;2;0;0;0;324;41;5
10/01/2024;14;C;61;20;5;1;1;1;0;0;315;66;4
10/01/2024;14;D;64;14;4;1;4;1;0;3;260;53;2
10/01/2024;15;C;71;16;6;3;5;0;0;1;339;78;3
